Name,GamesPlayed,ConfRecord,TotalRecord,OffEff,DefEff,Turnovers,ForcedTurnovers,2PFGOff,2PFGDef,3PFGOff,3PFGDef,FTOff,FTDef,Rank
St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93
New Mexico St.,31,11_3,28_6,109.4,102.5,19.5,19.1,54.2,49.1,33.5,30.3,43.3,35.2,94
Louisiana Tech,31,14_4,23_10,106.4,99.8,17.7,19.4,52,45.8,37.1,34.7,34.6,26.9,95
Loyola Chicago,30,8_10,18_14,107.3,100.9,17.3,20.9,53.5,49.6,38.9,37.3,30.8,33.5,96
North Carolina St.,32,4_14,15_17,111.9,105.2,18.5,15.6,52.4,49.5,35.6,36.9,36.2,30.4,97
Nebraska,30,6_12,12_19,104.6,98.4,18.6,19.3,45.3,47.5,31.8,40.7,30,33.3,98
Ohio,30,11_7,20_11,105.5,99.4,17.4,18.1,50,46.8,38.5,32.1,33.7,32.7,99
St. John's,33,7_11,14_19,108.5,102.2,17.7,20.5,47.5,50.5,36.4,37.4,36.2,39.3,100
Stanford,30,6_12,14_17,104,98.1,18.6,20.6,48.2,49.1,32.3,38.8,37.3,38.2,101
Mississippi St.,32,6_12,16_16,104.1,98.3,19,19.7,50.4,48.6,34.7,31.5,33.9,37.9,102
Akron,35,14_4,27_9,111.1,105.4,17.2,16.7,55,49,36.8,36.8,37.3,32.9,103
Temple,32,7_11,16_16,107.9,102.4,16.6,18.3,47,47.7,35.6,34.3,26.4,32.1,104
Belmont,29,15_1,23_7,108.8,103.3,18.4,16,60.9,48.6,34.1,31.8,29.4,31.9,105
Memphis,32,9_9,19_13,105.8,100.5,16.3,19.3,51.1,47.7,29.5,33.7,36.7,33.2,106
College of Charleston,34,14_4,25_10,104.6,99.5,15.9,18.6,49.1,48.9,33.2,31.1,42.7,31.9,107
Furman,33,14_4,23_12,106.2,100.9,19.2,19.5,53.3,50.9,38.1,31.6,32.1,33.7,108
Oakland,32,14_4,25_9,103.8,99.2,18.4,18.9,51.9,45.3,33.3,32.2,37.7,28.5,109
Valparaiso,32,14_4,24_9,104.5,99.9,18.2,17.9,50.5,46.4,33,32.8,36.9,32.4,110
New Mexico,31,10_8,17_14,105.2,100.7,18.4,19,50.7,47.5,32.7,36.9,46,37.7,111
Santa Clara,32,10_8,17_16,105.8,101.4,15.9,19,47.9,49.3,38.3,38,24,35.2,112
Florida Gulf Coast,31,12_2,26_8,107.8,103.4,17.9,17.4,55.4,51,33.7,31,33.8,35.9,113
Harvard,26,10_4,18_10,105.7,101.4,19.8,18.4,51.2,47.8,35.9,31.2,32.3,39.5,114
Chattanooga,29,10_8,19_12,105.3,101.2,19.8,21.4,53.3,49.7,33.1,35.3,40.3,37.2,115
Winthrop,31,15_3,26_7,105.3,101.3,17.8,18.6,50.9,45.9,37.9,32.1,38.2,34.5,116
UC Irvine,34,12_4,21_15,102.1,98.4,19.9,15.3,48.2,41.6,35.6,32.7,29.7,40.2,117
Towson,32,11_7,20_13,104.3,100.6,18.7,18.7,49.2,47.4,30.6,34.3,45.6,47.1,118
Evansville,31,6_12,16_17,105.9,102.2,17.9,18.5,47.2,47.9,36.9,34.9,45.8,40.9,119
Arizona St.,33,7_11,15_18,110.9,107,14.3,18.3,48.7,55.9,36.6,36.4,31.9,29.9,120
Old Dominion,31,12_6,19_12,99.7,96.3,17.5,20.1,44.5,44,32.4,33.6,34.1,38.6,121
Toledo,33,9_9,17_17,107.8,104.2,18.5,14.2,54.6,52.3,36.1,32.3,38.3,27.2,122
Lehigh,31,12_6,20_12,105.9,102.5,19.8,18.6,53.4,49,39.2,34.8,32,28.1,123
Albany,34,10_6,21_14,107.1,103.7,18.3,17.5,50.3,50.7,37.1,34.7,33.4,31.4,124
George Washington,35,10_8,20_15,107.1,103.8,19.3,16.2,45.6,48.9,37.1,35.4,36.6,26.9,125
Georgia St.,31,12_6,20_13,103,99.8,20,19.8,53.3,49.4,35,32.4,33.9,40,126
Iona,35,12_8,22_13,109.3,106,16.5,18,49.3,47.7,39.7,36.1,31,33.4,127
Missouri St.,32,7_11,17_16,108.5,105.3,18.4,16.2,48.8,49.2,36.2,35,33.8,33,128
Wyoming,36,8_10,23_15,104.4,101.4,17.7,16.2,50.7,45.7,35.1,31.4,37.5,39.4,129
UNC Asheville,31,15_3,23_10,104.9,101.9,16,22.6,51.8,51.5,39,35.8,34.9,31.2,130
Rutgers,32,3_15,15_18,100.8,98.2,19.7,18.9,44.5,46.6,30.2,32.7,31.2,31.2,131
UNC Greensboro,32,14_4,25_10,106.5,103.9,19.9,19.4,50.4,47.6,37,36.4,30.1,34.8,132
William & Mary,29,10_8,17_14,111.5,108.7,17.4,14.5,55.8,51,37.8,36.1,38.7,35.1,133
Grand Canyon,29,11_3,22_9,100.4,98.1,18.2,20.9,47.8,47.3,33,32.5,42.1,31.6,134
Arkansas St.,31,11_7,20_12,104.9,102.4,18.6,18.8,49.7,49.8,37.7,32,41.5,41.8,135
George Mason,33,9_9,20_14,106.1,103.7,18.7,14.2,48.5,48.4,34.2,32.7,39.7,27.7,136
Utah St.,30,7_11,15_17,105.7,103.2,18.2,15.8,50,47.7,38,34.5,35.1,33.7,137
Boston College,32,2_16,9_23,104.1,101.9,20.1,17.2,49.1,53.2,37.4,35.4,29.6,39.6,138
Troy,35,10_8,22_15,108.8,106.6,17.8,17.6,50.9,49.5,35.1,34.1,40.1,32.8,139
Mercer,30,9_9,15_17,108.5,106.4,18,15.7,49.6,47.7,34.4,35.3,32.8,35.3,140
La Salle,30,9_9,15_15,109.1,107,18.6,17.7,52.4,51.3,36.4,39.4,38.3,33.1,141
Buffalo,30,11_7,17_15,103.5,102,19.8,17.5,51.4,45.8,33,35.1,37.3,42.9,142
Elon,30,10_8,18_14,102.9,101.4,16.6,14.9,50.9,48.8,35.7,32.2,30.7,26.4,143
Tulsa,32,8_10,15_17,103.7,102.3,21.8,18.4,47.2,48.2,34.3,35.9,42.8,33.1,144
Missouri,32,2_16,8_24,101.3,100,16.9,19.2,45,48.3,30.4,34.4,38.7,42.6,145
Wofford,30,10_8,16_17,108.8,107.4,17.5,18,49.4,54.6,38.4,34.2,31.9,38.3,146
Northern Kentucky,33,12_6,24_11,105.5,104.1,18.8,17,51.6,50.2,35.7,32.4,36.5,30.5,147
Tennessee St.,28,8_8,17_13,99.3,98.2,21.7,21.4,48.3,45.4,33.1,35,39.5,48.7,148
Kent St.,35,10_8,22_14,104.1,102.9,17.9,19,48.5,48.5,31.7,35.3,32.5,34.3,149
Texas St.,34,11_7,22_14,101.3,100.2,18.2,19.9,50.1,47.4,34.1,32.1,36.8,36.1,150
Utah Valley,31,6_8,17_17,99.5,98.6,20.4,17.4,52.9,47.1,32.3,32.6,37.3,35.2,151
Marshall,34,10_8,20_15,109.5,108.6,15.9,16.8,51.8,51.3,37.4,34.6,37.1,31,152
Eastern Michigan,29,7_11,16_17,105.3,104.4,17.1,21.5,48,50.2,33.6,33.9,35.3,50.8,153
Samford,34,8_10,20_16,107.1,106.3,19,17.2,50.2,49.8,38.9,33.3,41.5,31.8,154
Louisiana Lafayette,31,10_8,21_12,109.8,108.9,17.9,20.1,51.5,53.8,34.2,37.1,42.2,37.3,155
Washington,31,2_16,9_22,105.9,105.4,18.8,16.4,49.4,49.6,35.4,39.9,30.8,34.7,156
North Dakota,29,14_4,22_10,103.1,102.7,18.3,19.6,51.4,50,38.7,34.8,36.1,39.7,157
Fort Wayne,30,8_8,20_13,107.1,106.7,17.8,17.8,54.9,49.9,39,39.1,25.8,32.3,158
Penn,28,6_8,13_15,102,101.6,18.9,20.1,52.2,45.3,33.9,36,26,33.6,159
Yale,28,9_5,18_11,105.4,105,19.3,17,51.8,49.6,35.5,33.2,33.9,26.3,160
Jacksonville St.,33,9_7,20_15,104.4,104.2,20.7,16.6,50.8,45.1,37.2,37.8,33.4,34.4,161
Northern Iowa,29,9_9,14_16,96.8,96.6,17.3,20.9,45.3,47.6,32.3,36.8,34.2,26,162
North Carolina Central,31,13_3,25_9,101.4,101.3,17.8,19.8,52.7,46.1,32.7,29.2,34.2,28,163
Texas A&M Corpus Chris,33,12_6,24_12,102.3,102.3,18.8,23,52.1,51.3,32.8,34.6,37.1,41.2,164
Western Michigan,31,11_7,16_16,105.2,105.1,17.6,18.3,48.2,53.9,38.3,36.1,35,34.2,165
Massachusetts,33,4_14,15_18,99.6,99.5,20.3,19.6,53.3,44.5,29.7,34.5,34.6,44.5,166
Lipscomb,30,11_3,20_13,106.3,106.3,20.1,20.3,55.7,50.9,36,36,41.2,44.2,167
South Dakota,32,12_4,22_12,102.8,102.9,16.2,18.5,48.8,47.7,34.2,37.5,42.7,31.9,168
Wright St.,30,11_7,20_12,105.3,105.4,20.4,19.5,49.4,52,37.2,34.8,38,37.1,169
DePaul,32,2_16,9_23,102.9,103.1,20.4,20,47.7,53.6,32.6,36.1,35.6,40.2,170
Washington St.,30,6_12,13_18,103.8,104.1,18.1,14.7,50.6,52.6,36.6,35.4,27.2,27.9,171
East Carolina,33,6_12,15_18,96.6,97.1,20.8,17,44.5,42.6,32,32.5,37.4,27.2,172
Loyola Marymount,29,8_10,15_15,101.6,102.2,19,21.5,48.9,51.1,35.2,36.1,30.9,43.3,173
Siena,34,12_8,17_17,105.2,106.1,19.7,17.2,50.2,50,32.7,33.9,40,35.5,174
Gardner Webb,30,11_7,19_14,101.5,102.4,20.4,20.4,50.3,46.8,37.6,35.5,44.7,40.8,175
Ball St.,33,11_7,21_13,103.6,104.5,19.9,17.2,51.7,46.2,37.6,35.6,35.1,35.9,176
Saint Joseph's,31,4_14,11_20,101.6,102.6,17,18,45.7,50.3,32.4,34.9,40.1,32.5,177
Southern Illinois,32,9_9,17_16,102.1,103.1,17.6,20.3,47.9,48.2,31.6,39.4,35.4,33.6,178
LSU,31,2_16,10_21,108.3,109.4,19.8,16.9,50.2,52.9,33.6,38.2,31.5,36.9,179
Rice,33,11_7,23_12,106.3,107.4,19.4,17.4,50.9,49.7,38.9,33.9,41.5,35.7,180
Nebraska Omaha,31,9_7,18_14,106.8,108,18.3,19.3,49,53,38.4,37,40.6,33.7,181
Northeastern,31,8_10,15_16,105.2,106.5,18.5,17,52.4,50.7,36.7,36.4,37.8,31,182
Eastern Washington,32,13_5,22_12,108.6,110,17.1,14.5,53.7,48.2,36.8,37.7,34.8,36.9,183
South Dakota St.,33,8_8,18_17,108.2,109.7,18.4,16.2,52.7,52.4,35.8,36.9,39.9,27.1,184
Fordham,31,7_11,13_19,96.6,98.2,19.7,25.6,47.4,52.3,33.2,36.1,26.7,43.5,185
New Orleans,29,13_5,20_12,99.6,101.2,23.7,22.4,51.6,51.8,30.7,31.9,42.8,34.7,186
New Hampshire,29,10_6,20_12,100.6,102.3,18.3,14.6,49.5,50.1,34.2,32.9,34.1,29.3,187
North Dakota St.,28,11_5,19_11,102.7,104.5,16.9,17.2,50.8,46.7,36.3,37.8,39.7,31.3,188
Weber St.,32,12_6,20_14,107.1,109,16.9,16.5,53,49.8,40.3,35.2,42.9,29.5,189
UAB,32,9_9,17_16,103.1,105.1,20,17.3,51.3,48.8,34.1,34.2,37.7,29.4,190
Green Bay,30,12_6,18_14,100.8,102.8,18,18.6,48.7,48.7,31.6,36.3,37.7,33.1,191
Boston University,31,12_6,18_14,100.9,102.9,20.2,20.7,50,47.5,35.3,36.5,33.4,37.2,192
Georgia Southern,31,11_7,18_15,104.4,106.5,17,18.7,49.2,51.4,36.3,34.1,39.9,34.7,193
UTEP,31,12_6,15_17,100.1,102.2,19,17.5,51.9,48.5,34.3,34,36.3,39.1,194
Indiana St.,30,5_13,11_20,98.4,100.5,17.8,17.8,45.8,44.2,33.9,37.3,30.8,42.8,195
Montana,32,11_7,16_16,104.9,107.3,15.6,18.2,49.9,52.1,35.7,34.5,33,44.4,196
Hofstra,31,7_11,15_17,109.4,111.8,15.2,15.4,49.6,52,36.4,36.9,37.7,29.3,197
Canisius,34,10_10,18_16,106.9,109.5,18.2,20.8,51.4,56,37.1,34.3,30.9,33.8,198
UMBC,32,9_7,21_13,107.5,110.2,16.3,17.7,51.5,52.2,38.5,35.2,35,35.1,199
Morehead St.,28,10_6,14_16,105.2,108.3,18.5,19.4,48,51.8,38.7,40.2,28.8,42.1,200
Mount St. Mary's,36,14_4,20_16,98.9,101.8,19.2,21.7,49.4,49.5,35.8,34.1,32.4,32.6,201
Tulane,31,3_15,6_25,103.3,106.5,18.8,19.7,45.2,51.9,32.4,38.1,34.3,40.8,202
Northern Illinois,29,7_11,15_17,98.8,101.8,19.5,20.5,46.6,49.8,30.6,34.9,40.3,39.8,203
Long Beach St.,32,9_7,15_19,104.3,107.9,19.9,18.6,47,51.3,35.1,37.9,36.2,37.7,204
UC Davis,34,11_5,23_13,97.4,100.8,20.3,19.6,46.9,48.5,34.5,32.6,40.8,33.1,205
Navy,31,10_8,16_16,98.5,102,21.9,23.8,49,52.5,30.6,35.8,35.9,38.9,206
IUPUI,30,7_9,14_18,105.4,109.1,16.8,19,48.5,54.1,37.8,36.6,33.2,43.3,207
Denver,30,8_8,16_14,105.5,109.4,19.4,15.5,52.1,50,40.2,35.8,34.6,39.1,208
Idaho,31,12_6,19_14,101.3,105.3,18.7,17.7,47,46.6,36.4,34.7,39.9,43,209
Eastern Illinois,27,6_10,14_15,99.7,103.7,17.5,21,43.5,47.6,36.6,35.9,26.9,39.3,210
Air Force,31,4_14,12_21,103.1,107.3,17.9,17.5,47,54.4,36.2,36.6,37.4,32.6,211
Fairfield,31,11_9,16_15,98,102.2,18.6,17.5,52,49.4,33.5,33.1,27.2,32,212
Murray St.,31,8_8,16_17,105.4,110,16.9,17.9,48.5,51,36.1,35.9,34.9,38.5,213
Duquesne,32,3_15,10_22,101.6,106.1,20,17.6,48.3,47.9,33.4,35.9,37.1,33.3,214
San Jose St.,28,7_11,14_16,99.7,104,18.2,18.9,47.7,52,33.7,34.3,36.1,40.3,215
UMKC,32,8_6,18_17,102.8,107.3,19.7,20,47.3,53.4,36.9,34.1,38.4,41.7,216
Coastal Carolina,37,10_8,20_19,100.4,104.9,18.1,16.6,48,49.7,32.7,33.9,29.2,32.6,217
Rider,33,10_10,18_15,99.9,104.5,19.6,18.1,48.7,48,33.2,33.7,37,35.9,218
Stony Brook,32,12_4,18_14,100,104.7,15.2,19.7,45.7,47.5,32.7,37.5,32.8,40.1,219
Tennessee Martin,33,10_6,22_13,105.2,110.3,21.6,19,53.2,52.8,34.7,35,34.3,31.1,220
Liberty,32,14_4,21_14,98.1,102.8,16,22,50.4,52.1,36.1,34.9,34.2,42.2,221
Holy Cross,32,9_9,15_17,97.4,102.3,17.8,25.7,49.3,54.9,34.5,34.3,34.4,30.4,222
James Madison,32,7_11,10_23,98.4,103.4,21.4,17.6,50.3,50.6,33.3,34.6,36.1,38.5,223
Western Kentucky,32,9_9,15_17,102.5,107.8,18,15.8,48.5,50.4,35.4,36.8,37.2,24.7,224
Lamar,30,10_8,19_15,102.4,108.2,19.5,21,49.3,53.1,35.8,32.9,40.3,42.2,225
Texas Southern,35,16_2,23_12,100.6,106.5,16.6,19.2,50,49.3,29.6,32.5,44.3,32.3,226
Charlotte,29,7_11,13_17,101.6,107.5,16.1,18.3,47.5,51.7,37.5,35.8,34,35.6,227
Columbia,26,5_9,11_16,100,105.8,18.4,20.2,47.1,50.4,36.1,36.1,29.1,34.8,228
Bradley,32,7_11,13_20,96.5,102.1,21.9,18.4,46.1,46.8,35.3,34.7,42.1,40.9,229
Bowling Green,31,7_11,13_19,99.8,105.8,17.3,20,46.5,53.3,34.1,35.2,35.8,34.2,230
Oral Roberts,28,4_12,8_22,103,109.4,16.7,16.1,47.9,51.8,35.4,39.6,30.6,32,231
Cal St. Fullerton,30,10_6,17_15,97.1,103.1,20.7,19.6,50.6,48.8,30.8,34.3,39.9,42.1,232
Illinois Chicago,34,7_11,17_19,100.4,106.7,22.3,16.6,47.6,45.7,37,36,38.4,32.2,233
Montana St.,30,11_7,16_16,101.8,108.2,16.6,18.4,47.7,50.1,37.2,37.2,36.3,50.6,234
Houston Baptist,27,12_6,17_14,103.9,110.7,19.3,18.5,48.6,52.6,33.5,36.2,37.8,38.7,235
Pacific,32,4_14,11_22,98.8,105.5,17,16.5,42.9,51.8,32.5,35.7,34.6,40.9,236
Loyola MD,32,8_10,16_17,97.1,103.7,22,21.3,45.3,53.2,33.2,33.4,39.2,35.9,237
UNLV,32,4_14,11_21,97.4,104.1,18,16.5,43.5,48.9,32,37.8,37.5,28.6,238
Drexel,31,3_15,9_23,101.9,108.8,18.5,17.4,48.5,52.6,34.9,36,31.6,39.9,239
Southeast Missouri St.,31,9_7,15_18,101.7,108.7,17.6,21.9,49,55.3,36.8,36.9,35.1,39,240
Southeastern Louisiana,30,9_9,16_16,96.3,103.1,22.8,21.6,48.3,47.6,36.1,34.5,37,39.6,241
Little Rock,30,6_12,15_17,97.1,104,19.5,19.9,48.2,50.2,33.8,36.2,32.3,40.3,242
Hawaii,29,8_8,14_16,96.6,103.6,20.3,20.3,48.6,50.9,32.1,33.8,36.9,38.3,243
Drake,29,5_13,7_24,102.6,110,17.6,17.6,45.3,52,34.6,36.8,29.1,30.7,244
Central Michigan,30,6_12,16_16,109.8,117.8,14.7,15.2,48.5,53.9,36.4,35.1,34.6,32.6,245
