Name,GamesPlayed,ConfRecord,TotalRecord,OffEff,DefEff,Turnovers,ForcedTurnovers,2PFGOff,2PFGDef,3PFGOff,3PFGDef,FTOff,FTDef,Rank
Tennessee,23,9_7,16_7,108.2,89.7,17.7,22.8,49.4,45.2,34.6,32,36.5,31,24
BYU,23,10_3,19_5,112.3,93.2,19.1,16.3,54.9,44.8,37.3,32.5,27.9,28.8,25
Florida,19,9_5,13_6,111.5,92.6,20.1,20.9,52.3,47.7,35.9,30.7,33.5,37.5,26
Connecticut,18,9_6,12_6,111.9,93,18.1,19.7,48.5,46.4,33.8,31.2,29.1,38.4,27
Oklahoma,22,9_7,14_8,111.2,92.8,15.5,19,50.9,45.6,33.5,35.4,29,23.7,28
Georgia Tech,22,10_6,14_8,113.1,94.7,16.1,21.9,54.6,50.3,35.2,36.4,28.4,28.2,29
Memphis,21,11_3,15_6,101.7,85.6,22.7,22.7,48.6,45.7,35.4,26.7,33.2,35.6,30
Maryland,24,9_9,15_10,110.6,93.2,16.4,16.7,52.8,46.6,35.1,34.1,33.5,25.5,31
LSU,23,10_6,15_8,117.9,99.4,16.6,18.7,54.1,51.8,34.7,30.1,35.3,29.1,32
Oklahoma St.,23,10_6,17_6,108.2,91.4,21.1,19.4,51.7,45.7,33.8,32.2,37.3,29.6,33
Utah St.,22,13_4,16_7,107.3,91,20,20.5,50.4,43.5,34.2,34.8,30.3,26.7,34
Duke,21,9_8,11_10,115.2,98,18.4,19.4,54.6,50.5,35.1,36.7,23.3,31.1,35
Missouri,21,7_7,14_7,111.7,95.2,18.8,17.7,53.7,47.2,31.6,32.1,37.7,36.2,36
Arizona,26,11_9,17_9,113.2,96.8,17.2,18,48.1,48,37.2,34.1,41.8,32.4,37
Rutgers,23,9_10,13_10,106.8,91.7,16.3,19.1,52.2,47.1,31.3,33.4,27.2,32.1,38
Seton Hall,23,10_7,13_10,110.7,95.1,18.8,19.4,52.3,46.9,32.5,36.6,36.2,26.3,39
Kentucky,23,7_9,8_15,107.6,92.5,20.2,17.7,45.4,46.1,32.3,32,35.2,30.4,40
Saint Louis,18,6_4,13_5,109.5,94.3,17.6,20.3,51.9,45.5,35.5,34.1,29.9,36.7,41
St. Bonaventure,17,11_4,13_4,108.8,93.8,17.1,19.7,48.5,46,36.5,30.8,28.8,28,42
Virginia Tech,20,9_4,15_5,109,94,17.5,17.7,52,47.6,35.3,32.8,33.6,30.2,43
Indiana,25,7_11,12_13,109.5,94.6,17.3,17.4,48.5,47.6,33.6,33.9,42.3,34.1,44
VCU,23,10_4,17_6,104.2,90.1,20.8,23.8,51.4,47,33.1,29.4,34.5,35.8,45
Clemson,20,9_5,15_5,104.7,90.6,19.6,22.1,49.7,47.1,33.1,33,25.1,30.4,46
North Carolina,24,9_6,15_9,106.9,92.5,20.9,19.1,48.9,46.9,30.4,35.1,34.6,26.7,47
Penn St.,21,5_12,8_13,110.3,95.5,16.5,20.5,45.7,55.1,33.8,34.2,26.5,34.5,48
UCLA,23,13_4,17_6,111.6,96.7,16.3,17.7,49.9,48.5,37,34.8,33.4,26.5,49
Mississippi,24,9_8,14_10,106.1,92.1,20.4,23.5,51,46,29.6,36.5,34.8,33.1,50
SMU,15,7_4,11_4,109.8,95.4,19.7,19.9,52.6,43.3,34,33.5,30.8,34,51
Xavier,19,6_6,13_6,109.5,95.5,16,16.5,54.3,45.1,33,33.6,27,23.5,52
Louisville,18,8_4,13_5,107.1,93.5,18,17,50,49.7,30.7,30.5,32.7,30,53
Mississippi St.,25,7_9,13_12,105,91.7,21.9,18.6,49.1,45.5,35.1,32.3,33.8,25,54
Oregon,22,12_4,17_5,110.6,96.6,17,20.5,51.9,48.4,36.4,33.1,26.2,28,55
Minnesota,25,6_12,13_12,110,96.1,15.4,19.3,47.6,48.8,28.9,35,36.6,34.4,56
Providence,23,8_9,12_11,109,95.5,17.1,16.8,48.3,50.7,33.3,30.4,32,28.3,57
Stanford,25,10_9,14_11,105.6,92.6,21.1,20.3,54.3,45.9,32.6,32.9,37.7,27.2,58
North Carolina St.,21,8_8,12_9,110.1,96.7,19,22.5,52.1,50.6,36.2,34.9,32.5,31.3,59
Michigan St.,24,8_10,14_10,106.3,93.9,18.8,15.2,48.1,48.2,32.7,31.1,31.1,37.8,60
Georgetown,20,7_8,9_11,106.9,94.4,22.4,15.9,46.2,46.7,36.3,33.3,27.8,26.3,61
Toledo,26,14_4,19_7,113.9,100.8,15.7,17.5,51.8,50.9,38.4,29.3,27.8,24.1,62
Richmond,19,6_5,13_7,111,98.3,14.6,21.4,54.6,55.2,34.6,32.2,29.4,28.6,63
Marquette,25,7_11,12_13,108.7,96.4,20.9,15.8,51.7,45.3,32.9,35.1,36.4,30.1,64
Syracuse,22,8_7,14_8,110.3,97.9,16.3,21.2,50.7,50.2,32.9,31.3,28.7,25.2,65
Wichita St.,15,9_2,13_4,110,97.7,16.1,17.5,44.4,47.8,33.1,30.3,41.1,29.5,66
North Texas,19,9_3,13_7,104.6,92.9,21.3,21.1,55.6,45.7,37.5,31.9,27,30.3,67
St. John's,24,8_9,14_10,110.6,98.3,17,22.4,49.9,53.9,34.8,35.1,28.1,31.4,68
Notre Dame,22,6_10,9_13,113.8,101.2,15.3,12.4,54.6,47.9,37.1,36.6,25.4,19.1,69
Boise St.,24,14_6,18_7,107.5,95.8,16.5,20.3,52.3,48.4,34.3,31.9,33.5,27.4,70
Buffalo,19,11_5,13_7,106.9,95.5,17.9,18.1,52.3,48.1,32.7,28,29.6,31.5,71
Auburn,26,6_11,12_14,109.6,98.1,22.2,18.6,53.1,49.9,32.6,32.9,36.7,31.3,72
Saint Mary's,21,4_6,13_8,100.3,89.9,17.1,18.3,49.7,45,30.6,35.7,27.4,28.2,73
Drake,25,15_3,24_3,110.9,99.7,15.7,18.9,54.9,49.6,37,29.5,25.4,30,74
Utah,21,7_10,10_11,108.4,97.5,18.5,20.1,51.5,48.9,34.2,35.7,27.5,26.4,75
Wright St.,24,16_4,18_6,106.8,96.4,18,16.6,53.8,44.8,37,30.6,34.5,21.8,76
UC Santa Barbara,19,13_3,17_4,106.4,96,17,21.1,52.9,46,36.1,32.9,33.8,30.4,77
Colorado St.,19,13_3,16_4,104.7,94.6,21,20.6,57.3,50.6,37.1,28.9,33.8,26,78
Northwestern,20,4_13,7_14,104.9,94.8,17,17.1,49.9,50.7,34.4,32.8,28,34.1,79
Davidson,18,7_4,12_7,110.7,100.2,17.3,15.7,58.3,48.3,34.9,34,27.6,28.4,80
Louisiana Tech,25,12_4,19_6,102.9,93.2,17.9,18.9,50,46.7,34.7,29.4,35.5,26.1,81
Nebraska,23,3_14,7_17,101.1,92.1,19.4,18.5,47.1,51.3,33,30.6,32.4,28.5,82
Pittsburgh,20,6_9,10_10,107.1,98.1,18.1,17.9,47.9,50.6,32.6,31.7,37.6,33.3,83
Dayton,21,9_7,13_8,106.5,97.6,21.3,17.4,55.9,47.6,36.5,31.5,34.3,26.1,84
Western Kentucky,22,10_2,17_5,105.4,96.7,21,19.4,51.7,46.6,34.4,35.9,34,22.5,85
Liberty,21,11_2,20_5,108.1,99.6,15.6,17.1,56.8,47.2,38.9,31.5,25.8,30,86
Arizona St.,21,7_8,10_11,108.2,99.8,14.7,21.1,49.9,50,33.8,36,34.8,38.8,87
Georgia,23,7_10,14_10,108.1,99.9,21.5,21.6,52.4,53.7,31.3,33.7,34.6,31.5,88
Washington St.,26,7_12,14_12,101.8,94.2,21.4,18.5,45.6,46.3,34.4,31.7,35.6,32.8,89
Colgate,12,11_1,11_1,107.6,99.7,14.4,17.2,56.5,48.2,38.4,26.3,30,25.5,90
Belmont,26,18_2,24_3,108.3,100.3,16.3,20.3,60.3,47.4,34.7,34.1,28.2,24.4,91
Marshall,19,7_5,13_6,109.6,101.6,16.5,20.4,55.6,47.7,36.4,35.8,26.1,27.7,92
UC Riverside,18,7_5,11_7,104.9,97.3,18.1,16.3,51.1,43.8,38.9,32.3,21.2,28.3,93
Vanderbilt,21,3_12,7_14,109.4,101.6,19.7,19.3,49.9,53.4,35.4,34.1,32.3,35.1,94
Ohio,19,9_5,13_7,109.8,102.1,16.9,20,56.5,51.8,35.5,35,28.9,29.7,95
Furman,21,10_5,16_8,107.5,100,18.2,20.9,61.2,51.1,34.4,34.1,26,29,96
Pepperdine,20,7_6,11_11,107.5,100.1,18,17.5,51.3,55.9,33.3,28.1,32.8,33.8,97
Loyola Marymount,20,7_5,12_8,106.5,99.3,23,17.6,51.6,50,34.4,34.9,41.4,35.7,98
Oregon St.,23,9_9,13_11,105.7,98.7,16.9,18.7,45.5,51.9,33.2,29.9,34.4,38.8,99
UCF,20,7_10,9_11,106.5,99.6,21.8,19.8,47.6,50.6,36.3,33.2,30.4,34,100
Nevada,22,9_7,14_9,105.1,98.6,18.4,18.2,50.3,46.3,35.1,33.2,36.4,38.9,101
TCU,23,5_9,12_11,106.1,99.7,20.3,16.6,49.6,51.3,34.4,32.6,32.4,29.3,102
Massachusetts,13,6_4,7_6,103.8,97.6,17.1,20.3,49,51.5,32.1,34.4,35.7,33.7,103
Duquesne,16,7_7,8_8,102.8,96.8,19.2,19.6,50.1,50.1,30,28.5,31.8,35.8,104
Missouri St.,20,12_6,16_6,105.5,99.4,18.4,14.9,56.7,46.8,34.4,34.4,31.6,28.2,105
Rhode Island,24,7_10,10_14,102.4,96.5,19.8,17.6,49.9,46.7,30.9,32.2,39.2,33.5,106
UAB,23,11_5,19_6,100.3,94.6,15.1,24.1,50.5,46.3,30.1,31.2,29.7,26.4,107
Butler,22,8_11,9_13,100.8,95.3,17.7,19.2,46.4,52.8,32.9,32.9,29.9,29.8,108
Pacific,16,6_7,9_8,102.2,96.7,16.4,18.3,48.4,50.1,30,34.8,28.3,33.5,109
Winthrop,22,17_1,21_1,103,97.5,19.6,22.4,51.9,49.4,35.6,32.6,36.1,34.4,110
San Francisco,23,4_9,10_13,104.4,98.8,17.1,19.9,51.3,49.9,33.8,33.6,21.9,40.2,111
South Carolina,19,4_11,6_13,104.3,98.9,20,22.3,47.7,52,31.5,36.2,27.6,40.1,112
Kent St.,20,12_5,15_6,105.2,99.8,19.2,17.2,51.5,46.2,34.2,34.8,28,27.3,113
DePaul,17,2_13,4_13,98.2,93.3,22.2,20.5,45.8,49.1,31.7,31.3,22,34.8,114
Abilene Christian,19,11_2,19_4,100.4,95.4,18.9,27.3,50.6,46.3,37.1,29.3,34.9,44.7,115
Vermont,14,10_4,10_4,104.9,99.9,18.3,18.5,54.5,45.9,34.8,29.8,34.3,33.9,116
UC Irvine,20,10_4,14_8,99.6,94.9,19.4,18.5,47.1,43,32.8,34.3,27.9,29.3,117
Cincinnati,18,7_6,9_9,102.7,98,20.4,18.6,50.6,49.4,30.2,32.6,33,38.9,118
George Mason,19,8_6,12_8,101,96.4,18,19.8,48.3,48.4,33,34.3,28.2,29,119
Indiana St.,22,11_7,14_9,102.6,98,18.5,21.9,48.6,53.1,33.8,33.1,37.5,29.4,120
Temple,15,4_10,5_10,102.3,97.8,19.9,16.5,44.3,45,33.9,34.6,39.3,31,121
Akron,19,12_6,14_7,106.1,101.8,17.6,16.9,53.4,49.1,33.9,32.2,31.4,27.7,122
UNC Greensboro,26,13_5,18_8,101.3,97.2,16.1,21.1,50.6,47.4,29.2,32.6,23.1,37.5,123
Eastern Washington,17,11_2,12_6,108.9,104.8,16.4,16.4,53.8,47.6,37.5,34.3,31,28.9,124
Boston College,17,2_9,4_13,104.6,100.7,17.9,19.1,50.6,56.7,33.5,33.9,29.1,29.6,125
Tulsa,20,7_9,10_11,100.8,97.1,20.2,22.3,52.5,45.9,29.4,34.5,33.9,34.8,126
South Dakota St.,20,9_3,15_6,108.1,104.3,17.3,15.2,53.8,50,40.8,34.2,39.1,27,127
Grand Canyon,16,8_2,14_5,101.5,98.2,21.1,16.6,56.4,45.4,31.4,30.4,36,30.9,128
Texas A&M,15,2_6,8_7,99.5,96.7,23.5,23.2,49.9,54.3,30.3,33.3,38.2,28.7,129
East Tennessee St.,21,8_7,12_11,102.4,100,20.2,20.4,48.7,50.3,34.8,34.2,30.4,32.3,130
Navy,17,12_1,15_2,103.2,100.9,18.3,22.3,50.4,52.8,32.4,33.2,34.1,33.3,131
Weber St.,18,11_3,16_5,106.7,104.4,17.1,18.4,58.1,47.5,37.6,35.3,37.2,33.1,132
James Madison,16,8_2,13_6,104,101.9,16.9,21,50.6,51.2,33.9,32,41.7,33.4,133
Miami OH,21,9_8,12_10,105.9,103.8,16.5,17.9,48.3,51.8,36.4,34.3,26.2,26.7,134
Bowling Green,23,10_8,14_10,104.6,102.6,14.1,19.5,48.1,51.8,32.6,34.2,29.3,29.7,135
Wofford,21,12_5,15_8,105.1,103.1,19.3,18.7,56.8,52.2,36,34.5,25.1,26.4,136
UTEP,19,8_8,12_10,102,100.1,16.1,18.8,46.6,49.1,33.7,33.9,29.7,40.2,137
East Carolina,15,2_8,8_8,99.3,97.6,19.3,21.1,46.2,48.8,30.5,31.3,32,40.6,138
Ball St.,21,8_8,10_11,102.4,100.7,20,17.6,51.4,50.2,34.9,30.3,29.9,35.2,139
Morehead St.,25,17_3,20_7,97.9,96.3,23,18.3,51.7,48.1,34.2,30.2,37.3,24,140
Miami FL,23,3_15,7_16,100.1,98.6,18.8,17.8,48.1,49.9,29.4,37.1,32.1,19.4,141
Bradley,25,6_12,12_15,102.5,101,19,18.1,51.4,45.8,31.3,38.1,23.3,30.6,142
Chattanooga,23,9_7,18_7,103.4,102,15.8,18.7,49.1,52.4,35.9,34,28.1,23.2,143
Tulane,20,4_11,9_11,97.1,95.9,17.3,23.1,43.3,46.9,29.7,35,36.4,30.2,144
Santa Clara,16,4_5,10_7,97.5,96.4,18.3,16.8,47,45.9,28.9,30.5,40.3,30.8,145
Murray St.,23,10_10,13_12,103.9,102.8,19.5,19.8,55,50.6,37,32.4,26.5,31.2,146
Iowa St.,21,0_16,2_19,101.5,100.4,21.3,18.6,48.6,52.3,32.9,33.1,19.8,35,147
Wake Forest,19,3_14,6_14,101.2,100.1,20.3,18.2,46.3,52,34.6,38,29.2,32.9,148
South Dakota,22,11_4,13_10,106.2,105.1,15.3,15.5,49.8,47.1,38.6,36.3,31.8,34.5,149
Texas St.,22,12_3,18_6,99.7,98.7,20.4,23.3,49.3,48.2,39.5,34.7,27.4,32.4,150
Drexel,16,4_5,9_7,104.6,103.7,19.5,17.9,54.6,50.9,34.1,32,28.8,30.5,151
UTSA,20,9_7,13_10,105.9,105.2,16,18.3,49.2,50.5,33.6,35.4,24.8,37.1,152
Cal St. Bakersfield,23,11_7,15_10,103,102.4,19.2,20.3,47.3,48.9,34,35.2,27.5,42.9,153
North Dakota St.,24,11_5,13_11,101.7,101.2,19,13.7,51,49,33.9,34,32.3,25.4,154
Georgia St.,17,8_4,14_5,105,104.6,17.4,19.9,52.5,48.3,33.7,33.2,32,36,155
Bellarmine,17,10_3,13_6,107.7,107.5,17.4,23.3,55.9,52.3,36.5,39.4,28.4,28.3,156
Jacksonville St.,23,13_6,17_8,105.1,104.9,20.1,15.5,53.4,47.4,34.9,33,30.8,25.2,157
Bryant,18,10_4,14_5,101.8,101.6,21.3,17.5,50.7,49.5,38.1,28.4,36.5,26.1,158
California,26,3_17,8_19,102.1,101.9,19.2,17.7,49.3,51.8,32.5,38.5,33.9,33.7,159
VMI,20,7_7,12_11,106.3,106.2,17.5,13.7,51.7,50.7,37.9,32.7,29.5,24.1,160
UMBC,19,10_4,14_5,99,98.9,18.8,18.1,50,44.1,33.3,32,36.5,25.8,161
Hofstra,21,8_6,12_9,105.5,105.4,17.7,17.7,51.9,52.4,32.7,33.3,32.2,25.6,162
UNLV,21,8_8,11_12,104.2,104.2,19.3,17.8,49.9,47.5,34.4,38.6,21.4,33.3,163
Mercer,22,8_9,15_10,105,105.1,18.5,17.4,54.7,52.8,36.9,33,26.5,27.6,164
San Diego,13,2_7,3_10,99.8,100,18.4,18.4,47.3,51.1,31.6,39,25.6,34.7,165
Northeastern,17,8_2,9_8,97.8,98.1,19.9,16.8,51.3,48.6,35.5,31.9,26.8,29.5,166
Stephen F. Austin,16,11_2,15_4,104.9,105.3,23,24,57.1,50.5,34.4,36,41.8,41.6,167
Detroit,22,10_6,12_10,108,108.4,16.8,18.5,52.2,53.4,39.1,36.8,25.3,22.4,168
Old Dominion,19,10_4,14_6,99.6,100,18.8,19.4,51.1,48.9,29,35.5,32.3,26.9,169
Northern Iowa,22,7_11,9_15,102.4,103.1,19.1,16.5,50.8,54.1,32.8,34.8,26.6,28.2,170
Cleveland St.,24,16_4,17_7,99.5,100.3,18.9,20.6,51.9,51.4,31.8,31.3,32.7,38.6,171
Eastern Kentucky,25,15_5,21_6,101.6,102.6,16.9,24.2,50,51.6,35.7,33.3,25.7,32.3,172
New Mexico St.,12,5_6,8_7,102.9,103.9,18,17.4,49.7,52.8,31.4,32.3,31,31.1,173
Washington,25,4_16,5_20,100.9,102,19.3,17.1,47.6,50.2,32.9,33.9,26.6,34.1,174
Gardner Webb,26,10_10,11_15,104.3,105.5,17.5,18.2,51,46.9,36.1,34.1,30,36.5,175
Sam Houston St.,21,12_2,18_7,101.1,102.4,20,21.9,49.1,50.5,35,30.2,31.7,40.4,176
Oral Roberts,20,10_5,13_10,106.8,108.2,16,18,48.9,49.5,39,35.7,27.5,32.9,177
Kansas St.,25,3_14,7_19,97.6,98.9,22.8,18.8,48.8,52.1,29.5,37.2,26.8,32.6,178
Saint Joseph's,19,3_9,5_14,100.9,102.4,18.7,17.6,50.6,53.2,31.5,34.7,27.1,32.5,179
South Florida,18,4_9,8_11,99.7,101.4,21.5,18.8,42.8,52.9,32.9,34.1,35.3,34.6,180
Fresno St.,19,9_10,11_10,100.2,102,21.1,18.9,48.6,50.3,31.8,35.1,37.2,32.5,181
Southern Utah,15,10_2,17_3,104.9,106.9,16.4,16.8,54.7,52.1,33.1,37.4,39.5,31.6,182
Iona,13,6_3,8_5,102.1,104.1,22.5,19.8,51.6,47,35.9,31.5,35,48.2,183
Wyoming,21,6_8,12_9,106.4,108.7,16.1,18.6,53.2,54.7,34.8,32.8,35,35.8,184
Austin Peay,24,10_10,14_12,104.4,106.9,21.1,22.7,50.3,54.9,33.8,36.9,29.7,33.1,185
Southern Illinois,23,5_13,11_13,98.9,101.5,18.8,19,49.1,54.3,37.8,33.9,30.6,24.8,186
Siena,14,11_3,11_3,100,102.7,19,17.6,51.5,44.1,34.6,33.6,38.9,24.3,187
Valparaiso,25,7_11,10_17,96.6,99.2,18.3,17.8,49.6,50.7,30.2,33.3,26,29.1,188
Montana,20,7_9,11_12,99,101.7,19.6,17.9,45.7,49.2,37.9,31.8,36.6,42,189
Louisiana Lafayette,22,10_7,16_8,101.3,104.2,20.6,17.7,48.5,46.5,36.1,35.5,31.6,30.1,190
Rice,22,6_10,12_12,103.9,107.1,21,17.2,51,51.1,35.8,36.9,26.7,23.5,191
Florida Atlantic,15,5_5,10_9,100.9,104.1,20.1,18.6,50.6,49,34.9,38.1,29.1,38.2,192
Monmouth,17,10_6,10_7,100.4,103.8,18,21.1,45.7,48.7,37.1,31.8,38,39.8,193
Hawaii,16,8_8,10_8,101,104.5,19,17,49.3,49.4,36,34.4,30.6,28.9,194
La Salle,24,6_11,9_16,101.9,105.4,20.7,19.4,49.9,53.8,33.6,32.9,24.3,36.1,195
Army,18,7_7,11_8,97.3,100.7,18.9,19.2,52.9,50.3,33.3,36,29.5,24.4,196
Hartford,21,8_6,13_8,96.5,100,19,20.6,50.9,51,32.5,29.4,27.9,26,197
Coastal Carolina,17,9_5,15_6,99.5,103.1,21.8,17.9,48.3,45.9,35.6,31.7,33.1,28.8,198
Utah Valley,17,8_3,10_9,100.8,104.5,21.8,14.5,53.1,46.5,35,34.5,45,35.3,199
Wagner,18,12_5,12_6,101.8,105.6,18.1,20.2,50.5,49.4,32.3,34.4,27.2,43.4,200
Delaware,13,5_4,7_7,97.1,100.9,21.8,17.7,52.6,46.4,30.8,33.2,37.7,31.1,201
Portland St.,15,6_6,9_10,94.2,97.9,20.2,23.2,45.5,47.3,30.2,34.7,35.2,46.5,202
Evansville,24,7_11,9_15,106.1,110.3,17.1,18.5,50.5,56.2,38.1,41.2,25.8,34.3,203
Albany,16,6_6,7_9,98.8,102.9,18,20.9,50.5,51.1,33.7,34.5,34.1,29.3,204
Campbell,23,11_6,16_9,101.8,106.4,18.2,21.3,55,55.2,38,30.1,34.3,30.6,205
Prairie View A&M,16,11_0,12_4,94.5,98.8,20.1,27.4,54,47.3,29.3,33,25.5,49.9,206
Northern Kentucky,24,11_7,14_10,103.2,107.9,18.7,19.3,54.3,50.9,31,35.4,28.6,32,207
UMKC,19,7_7,11_12,95.2,99.6,20.2,22.7,50.3,51.5,35.9,36.4,30.6,55.7,208
George Washington,16,3_5,5_11,101.1,105.7,20.1,17.2,51.3,50.6,32.2,34.4,36.5,24.5,209
Nicholls St.,21,13_2,16_6,99,103.7,18,20.9,52.9,48.6,33.3,33.7,27,34.9,210
Illinois St.,23,4_14,7_17,98.3,103.1,19.1,16.6,49.7,54.6,34.7,31.9,24,26.9,211
Radford,24,12_6,15_11,97.8,102.6,23.2,17.8,53.3,45.2,30.3,36.9,40.2,25,212
Saint Peter's,21,9_7,12_9,89.4,93.8,21.6,22.8,44.1,40.8,32,34.1,33.8,40.1,213
Cal Baptist,16,5_5,12_8,104,109.3,19.4,16.2,49.4,51,39.9,36.5,36.5,37.8,214
Seattle,15,3_4,10_9,97.3,102.4,15.6,21.8,46.3,48.5,31.7,33.4,27.2,40.5,215
Morgan St.,14,6_4,11_6,100.9,106.3,20.5,21.8,49.8,49.6,32.1,31.4,34.2,45.6,216
Lipscomb,22,9_6,15_11,100.9,106.6,17.1,18.3,51.4,53.5,34.7,32.7,37.4,23.4,217
Oakland,28,10_10,11_17,103,108.8,18.1,19.2,47.8,55.3,33.4,38.2,33,22,218
College of Charleston,16,6_4,9_9,100.5,106.3,17,18.1,47.6,49.9,38,35.3,28.2,34.4,219
South Alabama,22,10_7,16_10,100.3,106.2,17.9,19.8,49.4,48.9,35.1,34.1,30.3,25.2,220
Longwood,26,10_10,12_15,97.5,103.3,19.5,20.9,48.9,55.9,34.3,31.2,31.9,33.6,221
Samford,16,2_9,6_12,97.1,103,21.2,18.8,52.4,53.5,28.5,34.4,27.2,38.7,222
UNC Wilmington,15,1_6,7_9,102.8,109.2,16,18.7,48.8,54,33.8,31.3,38.9,31.4,223
American,9,4_5,4_5,98,104.2,22.3,17.9,49.3,50.8,37.3,27.7,27.8,39.5,224
Montana St.,16,7_5,10_8,99.4,105.7,17.8,19.3,50.9,49.3,32.9,34.9,38,37,225
Western Michigan,19,4_11,5_15,95.8,102,21,14.5,48.8,51.9,33,31.7,24.4,26.4,226
Texas Southern,18,8_3,11_8,96.5,102.8,21.4,19.2,49.7,45.5,29,33.3,36.5,33.7,227
Loyola MD,14,4_10,4_10,93.8,99.9,19.9,20.7,52.1,46.7,29.3,33.9,38.3,35.9,228
Arkansas St.,19,7_8,10_12,100.8,107.3,19.5,17.8,45.7,48,36.8,35.9,35.8,27.7,229
Green Bay,25,8_12,8_17,102,108.6,15.5,16.9,48.8,53.2,33.3,36.2,27.3,31.9,230
Stony Brook,22,7_9,9_14,94.5,100.7,20.1,18.8,47.3,46.6,29.2,33.9,33,29.6,231
Youngstown St.,23,9_11,15_12,101.6,108.3,16.7,18.7,50.1,54.1,30.9,36.4,31.6,26.3,232
Canisius,10,6_4,6_4,98.6,105.1,17.2,20.6,46.2,49.4,30,33.2,34.7,29.7,233
Elon,14,4_7,7_8,96,102.4,18.5,17.7,47.1,51.5,32.9,32.6,25.7,41.4,234
Mount St. Mary's,20,9_7,10_10,94.6,101,20.3,16.6,47.4,46.3,34.2,29.8,27.2,25,235
Milwaukee,21,7_10,10_11,100.5,107.4,15.4,18.6,49.9,50.2,33.4,37.6,33.9,34.9,236
UC Davis,13,6_4,8_6,96.8,103.6,20.3,23.7,46.1,53.8,33.6,36.3,40.2,42.1,237
Northern Colorado,16,6_7,10_9,96.8,103.8,20.4,16.7,46.7,49.7,37.2,30.1,33.1,34.6,238
UMass Lowell,21,7_8,10_11,98.6,105.8,21.4,16.4,51.1,49.2,34.9,31.5,39.1,39.3,239
UT Arlington,22,9_8,13_12,97.2,104.2,16.3,19.6,41.8,47.4,35.1,36.2,25.6,28.3,240
Western Carolina,24,4_13,11_15,98.6,105.8,19.8,15.9,52.8,54.3,33.5,35.3,31.9,27.7,241
Stetson,20,7_9,10_13,100.6,108,19.5,18,47.7,52.8,36.8,35,27.8,31.7,242
Cal St. Fullerton,12,5_7,6_7,99.1,106.4,17.7,19.8,47.3,51.5,37.4,35.4,37.7,28.4,243
Marist,20,10_8,12_8,93.2,100,21.5,18.1,51.9,45.3,30.9,31.2,31.3,31.3,244
The Citadel,19,5_11,12_11,101.9,109.4,16.2,14.1,53.1,55.8,33,31.6,32.5,25.1,245
Appalachian St.,20,7_8,13_11,99.1,106.6,17.9,20,48.6,51.8,31.2,33.9,31.8,24,246
