Name,GamesPlayed,ConfRecord,TotalRecord,OffEff,DefEff,Turnovers,ForcedTurnovers,2PFGOff,2PFGDef,3PFGOff,3PFGDef,FTOff,FTDef
"Villanova   2 seed, R32",33,'13–5,'25-8,116.5,95.2,18.9,21.1,50.3,45.5,37.3,33.6,43.9,49.1
"Missouri   10 seed, R32",34,'10–6,'23-11,111.2,90.8,17.8,27.1,47.6,45.2,36.8,31.7,33.9,38.9
"Xavier   6 seed, Sweet Sixteen",35,'14–2,'26-9,115.6,94.5,18,17.8,50.1,46,37.7,29.8,41.9,32.9
"Temple   5 seed, R64",35,'14–2,'29-6,107.2,87.7,16.8,18.1,48.4,43.1,33.7,28.5,27.4,26.9
"Texas   8 seed, R64",34,'9–7,'24-10,113.1,92.6,18.3,20.4,50.9,43.6,34.5,32.2,40.7,35.2
"Michigan St.   5 seed, Final Four",37,'14–4,'28-9,112.5,92.4,21,18.8,51.6,45.1,34.4,32.8,36.9,31.4
"Marquette   6 seed, R64",34,'11–7,'22-12,114.5,94.1,15.9,22,47.9,50,41.3,32.5,34.9,29.4
"Minnesota   11 seed, R64",35,'9–9,'21-14,113.5,93.4,19,21.3,50,43.6,39.9,34.1,33.9,32.8
"Washington   11 seed, Sweet Sixteen",36,'11–7,'26-10,112.0,92.3,17.5,22,49.5,45.9,33.6,32.1,40.9,44.6
"Utah St.   12 seed, R64",34,'14–2,'26-8,115.1,94.9,16.3,17.6,52,44.7,41.6,32.5,29.6,29.7
"Northern Iowa   9 seed, Sweet Sixteen",35,'15–3,'30-5,108.3,89.4,17.9,20.4,47.5,44.7,35.4,33.3,37,28.8
"Oklahoma St.   7 seed, R64",33,'9–7,'22-11,113.4,93.7,18.4,19.4,52.5,45,34.9,36.1,36.5,37.2
"Georgia Tech   10 seed, R32",35,'7–9,'22-13,108.8,90.3,23.2,21.3,49,42.8,35.8,31.3,37.7,34.8
"Florida St.   9 seed, R64",32,'10–6,'22-10,103.5,85.9,24.3,23.6,50.7,40.3,33.5,32.8,38.6,34.8
"Tennessee   6 seed, Elite Eight",37,'11–5,'28-9,108.4,90.1,18.9,23.1,51.8,45.7,32,29.7,35.6,40.7
"UNLV   8 seed, R64",33,'11–5,'24-9,110.5,92.0,17.2,22.7,53.4,43.2,33.3,33.7,30.9,47.2
"Notre Dame   6 seed, R64",35,'10–8,'23-12,119.2,99.4,16,15.9,51.3,47.8,38.8,34.9,38.1,27.8
"Pittsburgh   3 seed, R32",34,'13–5,'25-9,110.8,92.4,19.4,16.9,48.9,43.6,34.3,31.4,42.8,33.8
"UTEP   12 seed, R64",33,'15–1,'26-7,107.2,89.5,18.7,22.3,53.4,43.4,34.3,31.3,39.6,43.2
Dayton,37,'8–8,'25-12,106.1,88.9,21.3,20.7,50,44,34.5,30.7,38.5,40.8
"Gonzaga   8 seed, R32",33,'12–2,'26-7,111.3,93.6,18.6,18.2,54.4,44.8,35.5,33.9,49.2,34.2
"Vanderbilt   4 seed, R64",32,'12–4,'23-9,113.1,95.2,19.3,19.2,51.5,45.2,36.9,33.9,48.3,34.5
"Old Dominion   11 seed, R32",36,'15–3,'27-9,106.9,90.1,20.1,22.4,49.2,45.8,31.7,30,30.3,29.7
Arizona St.,33,'12–6,'22-11,109.8,93.1,19.1,20.8,51.9,44.5,36.9,31.7,38,34.8
"Saint Mary's   10 seed, Sweet Sixteen",33,'11–3,'27-6,114.7,97.3,17.1,16,52.2,46.3,40.6,30.2,32.7,30.2
Mississippi St.,36,'9–7,'24-12,108.9,92.4,18.5,16.6,49.5,41.8,35.8,32.5,35.3,24.8
"San Diego St.   11 seed, R64",32,'11–5,'23-9,110.4,94.0,20.8,20.6,53.5,43.1,31.8,36.1,41,31.6
Virginia Tech,34,'10–6,'25-9,107.4,91.6,17.7,22.1,46.8,44.4,30.7,30,42.9,35.1
"Louisville   9 seed, R64",33,'11–7,'20-13,113.9,97.2,20,22.3,51.9,46.7,33.7,34.7,35.7,41
"New Mexico   3 seed, R32",35,'14–2,'30-5,113.7,97.1,16.2,19.9,47.8,49.1,36.9,33.3,44.9,35
"Richmond   7 seed, R64",35,'13–3,'26-9,108.0,92.6,16.9,22.7,49.9,43.8,35.5,30.1,32.4,36.2
"Florida   10 seed, R64",34,'9–7,'21-13,112.4,96.8,18.5,20.3,50.6,48.3,31.3,32.5,33.4,27.7
Mississippi,35,'9–7,'24-11,111.9,96.5,17,19.8,50.3,44.6,36.1,33.4,33.4,38.2
"Cornell   12 seed, Sweet Sixteen",32,'13–1,'27-5,116.7,100.7,18.6,20.7,51.1,46.6,43.2,34.3,29.1,38.5
Memphis,34,'13–3,'24-10,114.4,98.8,17.1,22.4,50.6,45.4,38.8,32.9,44.4,41.2
VCU,36,'11–7,'27-9,112.6,97.4,17.9,20.8,50.9,47.5,36.6,30.2,35.3,30.6
"Wake Forest   9 seed, R32",31,'9–7,'20-11,106.6,92.2,21.1,19.1,47.2,43.8,30.8,29.2,40.8,38.5
Illinois,36,'10–8,'21-15,108.1,93.6,18.1,17.7,49.8,45.2,34,32.1,27.3,31.8
Connecticut,34,'7–11,'18-16,106.6,92.4,21.8,18.1,48.6,42.8,31,31.6,44.2,26.6
St. John's,33,'6–12,'17-16,106.9,92.9,18.7,20.4,46.1,45.7,33.5,35.9,31.6,34.9
Miami FL,32,'4–12,'19-13,112.3,97.8,21,20,51.9,45.2,35.9,32.9,37,36.2
Alabama,32,'6–10,'17-15,107.6,94.1,19.5,21.2,47.6,47.7,35,31.8,34.3,36.5
UAB,34,'11–5,'25-9,103.6,90.8,20.3,21.4,47.4,44.4,31.1,31.3,45.7,37.6
USC,30,'8–10,'16-14,97.1,85.2,22.8,19.9,46.6,41,29.7,32.3,35.5,37.9
Seton Hall,32,'9–9,'19-13,111.2,97.9,14.7,19.1,49.3,46.9,33.3,32.3,33.3,35.6
Boston College,31,'6–10,'15-16,111.0,98.1,19.3,17.8,49.2,48.9,32.6,30.2,30.5,31
Rhode Island,36,'9–7,'26-10,112.0,99.1,15.8,22.4,49.7,50.7,33.3,34.2,33.5,30
Cincinnati,35,'7–11,'19-16,105.8,93.7,19.4,18,49.5,45.1,29.1,34,32.2,36
"Siena   13 seed, R64",34,'17–1,'27-7,107.5,95.5,17.4,21.6,49.7,47.4,32.1,32.8,38.7,21.4
"Murray St.   13 seed, R32",34,'17–1,'29-5,106.3,94.5,21.5,23.8,54.3,41,38.1,34,42,34.7
Missouri St.,36,'8–10,'24-12,111.1,98.8,17.3,19.7,49.3,46,36.6,37.6,36.3,36.8
Wichita St.,34,'12–6,'24-10,108.0,96.0,20.4,21.3,49.3,46.4,35.9,33.9,37.6,42.8
Iowa St.,32,'4–12,'15-17,106.4,94.7,19.7,17.9,47.3,45.9,37.3,33.4,36.9,27.1
North Carolina,37,'5–11,'20-17,105.9,94.3,20.8,18.8,47.6,44.9,32.8,34.3,37.3,24.5
Texas Tech,35,'4–12,'19-16,107.9,96.1,18.5,19.8,46.1,47.4,37.1,32.4,42.8,41
South Florida,33,'9–9,'20-13,106.3,94.9,19.2,18.1,49.9,47.2,28.3,31.9,45.3,32.9
Wright St.,32,'12–6,'20-12,107.3,95.8,18.5,24.8,49.2,47.5,36.6,35.5,34.1,44.2
Michigan,31,'7–11,'14-17,105.9,94.7,16.3,22.8,49.8,50.5,29.7,32.8,28.7,25.9
North Carolina St.,36,'5–11,'20-16,104.8,93.7,19.9,20,47.6,46.3,33.3,30.9,36.6,36.6
Colorado,29,'6–10,'13-16,112.5,101.5,19.2,21.6,51.5,51.9,38.2,34.2,44.5,46.8
Marshall,31,'11–5,'21-10,108.7,98.2,18.3,17.8,50.5,43.9,36.3,32.6,46,36.4
Georgia,31,'5–11,'14-17,110.1,99.4,22.8,17.9,48.6,47.6,36.6,33.5,38.5,32.3
"Wofford   13 seed, R64",34,'15–3,'25-9,103.5,93.8,18.3,21.3,47.7,46.8,34.8,30.6,44.1,35.7
Nevada,33,'11–5,'20-13,112.1,101.6,16.7,15.7,53,47.1,36.3,35.2,34.3,31.8
Providence,31,'4–14,'12-19,115.2,104.6,17.1,18.2,49.2,52.2,33,34.3,33.9,38.2
Tulsa,34,'10–6,'22-12,106.1,96.7,19.7,15.1,49.1,43.3,35.4,31,46.8,36.4
Northeastern,33,'14–4,'20-13,104.1,94.9,18.8,22.5,49.5,44,34.1,34.4,34.7,28.9
Northwestern,34,'7–11,'20-14,113.1,103.1,17.3,20.3,50.6,48.8,35.7,31.7,35.1,41.7
"Houston   13 seed, R64",34,'7–9,'18-16,111.3,101.6,12.4,23.1,45.2,51.7,35.6,33.4,33.9,39.6
Auburn,31,'6–10,'14-17,109.9,100.5,19.3,21.2,52.6,51.1,32.8,35.5,36.7,38.3
South Carolina,31,'6–10,'15-16,105.1,96.2,17.4,23.2,47,48.4,32,34.6,29.1,39.2
Virginia,31,'5–11,'15-16,104.8,96.0,16.8,18.6,45.8,47.3,34.9,35.2,30,30.5
Nebraska,33,'2–14,'15-18,105.9,97.1,19.3,21.5,46,46.5,39.7,37.3,37.5,41.6
Arizona,31,'10–8,'16-15,107.1,98.2,20.1,18.4,48.4,49.5,35.8,31.4,44.3,38.3
Saint Louis,35,'11–5,'22-13,98.9,90.8,20.3,21.1,50.6,44.3,32,28.9,35.5,33.7
Oklahoma,31,'4–12,'13-18,110.2,101.5,18,17.5,48.4,49.1,35,38.9,34,29.8
Portland,30,'10–4,'19-11,108.5,100.0,20.2,21.2,48.8,49.7,41.3,35.2,37.3,36.9
Pacific,35,'12–4,'23-12,104.2,96.2,17.9,18.4,49.3,43.7,34.4,34.9,35.6,37.9
"Sam Houston St.   14 seed, R64",29,'14–2,'21-8,109.2,100.8,18.8,21,51.9,50.4,37.6,33.3,38.7,41.2
Penn St.,31,'3–15,'11-20,107.2,99.3,18.5,16.1,49,48.1,34.3,36.3,33.2,29.1
Southern Miss,30,'8–8,'16-14,102.6,95.0,19.2,20,43.5,47.4,32.2,30.7,40.1,41.7
Stanford,32,'7–11,'14-18,105.9,98.1,17.9,19.5,47.3,50.2,35.4,33.3,37.2,36.8
Illinois St.,33,'11–7,'22-11,105.1,97.4,19.9,20.7,50.7,47.2,32.7,34.2,40.4,31.4
Kent St.,33,'13–3,'23-10,104.4,97.0,17.6,22.5,48.4,48.5,31.8,32.1,39.2,37.8
"Ohio   14 seed, R32",36,'7–9,'21-15,106.2,98.8,18.1,21.6,46.4,47.1,36.5,30.7,41.1,35.7
UCLA,32,'8–10,'14-18,106.5,99.5,21.8,20,54.7,49.1,32.5,36.3,36.6,32.7
Charlotte,31,'9–7,'19-12,106.9,99.9,19.1,17.7,47.8,47.7,31.1,30.7,42.5,32
Morehead St.,33,'15–3,'22-11,104.2,97.5,22.6,23.5,47.5,47.1,38.5,36.2,36.5,45.7
IUPUI,34,'15–3,'23-11,107.6,100.7,21.1,21.1,54.1,48,38,35.1,42.8,30.1
Creighton,34,'10–8,'18-16,107.3,100.4,18.3,17.6,49.9,46.3,33.6,33.7,37.1,37
Bradley,31,'9–9,'16-15,106.0,99.3,18.4,18.6,47.8,48.3,35.6,30.8,37.8,30.5
Arkansas,32,'7–9,'14-18,104.7,98.0,19,20.3,49.1,46.1,34.7,37.2,42.1,35
Washington St.,30,'6–12,'15-15,106.9,100.3,20.7,20.3,49,50.2,34.7,35.3,45.5,34.3
Akron,34,'12–4,'23-11,104.5,98.7,19.9,20.8,48.2,46.3,34.2,32.6,36.6,41.5
George Washington,31,'6–10,'16-15,102.6,97.0,20.5,21.7,47.2,45.6,33,35,39.2,42.8
Iona,31,'12–6,'21-10,98.8,93.5,20.3,24.3,45.1,43.3,36.7,32.6,37.3,47.3
"New Mexico St.   12 seed, R64",33,'11–5,'21-12,110.0,104.3,17.8,18.5,51.4,49.8,37.5,35.7,38,32
Oregon,32,'7–11,'16-16,104.6,99.2,18.7,21.3,46.7,50.4,33.9,35.6,33.4,39.8
Southern Illinois,29,'6–12,'14-15,105.4,100.0,20.1,20.7,50.9,49.2,35.5,33.8,37.4,45.6
Fairfield,34,'13–5,'23-11,105.0,100.0,19.5,21.8,47.4,45.1,33.5,37,35,34.3
Hofstra,33,'10–8,'18-15,101.2,96.5,19.7,19,43.9,44.4,32.3,29.2,31.5,49.5
Louisiana Tech,35,'9–7,'24-11,102.9,98.2,19.1,19.6,49.8,47.6,33.8,35.4,37.4,28.4
Oregon St.,32,'8–10,'14-18,98.7,94.2,23.5,22.5,49,50.1,29.5,31.1,42.7,33.9
William & Mary,32,'12–6,'21-11,107.3,102.5,17.7,16.8,48.7,46.5,35,33,36.7,31.4
Milwaukee,32,'10–8,'18-14,104.9,100.3,20.6,17,48.4,50,34.6,31.8,43,33.6
Utah,31,'7–9,'14-17,100.7,96.3,20.4,17,48.8,44.4,31.9,30.2,40.5,44.1
Harvard,28,'10–4,'20-8,105.6,101.1,22.4,21.7,53.6,45.8,36.1,34.1,44.8,41.6
Green Bay,33,'11–7,'20-13,105.8,101.3,19.1,20.4,46.6,49.1,37.3,33.4,34.6,36.3
Princeton,30,'11–3,'21-9,96.9,92.9,22,23.4,48.8,42.4,35.2,33.3,33.1,37.4
"Montana   14 seed, R64",30,'10–6,'20-10,104.2,99.9,19.1,19.5,51.9,44.8,39.3,36,36.8,38.8
Boston University,35,'11–5,'21-14,102.6,98.4,19.1,20.6,44.1,45.9,36.4,32.2,38.2,42.4
Niagara,33,'9–9,'18-15,104.2,100.0,17.5,21,46.5,47,32.1,30,37.3,33.3
Belmont,31,'14–6,'19-12,102.5,98.5,23.4,20.5,52.4,45.9,34.4,30.3,43.3,37.2
Western Kentucky,34,'12–6,'21-13,105.0,100.9,19.4,20.7,51.5,49.9,33.9,33.1,35.4,29.9
Weber St.,29,'13–3,'18-11,106.5,102.4,18.1,19.7,49.8,47.5,35.7,36.4,40.9,41.8
SMU,29,'7–9,'12-17,105.5,101.7,21.7,18.4,50.8,47.4,35.4,36.3,42,31.7
St. Bonaventure,30,'7–9,'14-16,105.2,101.4,21.2,19.3,50.6,49.9,34.1,33.8,36.2,38.9
"UC Santa Barbara   15 seed, R64",29,'12–4,'19-10,99.4,96.1,22.6,22,47.5,48.9,37.6,31,45.4,39.4
Appalachian St.,34,'13–5,'22-12,107.4,103.9,21.7,15.6,50.9,46.5,40,35.1,40.3,32.7
Detroit,33,'9–9,'19-14,99.3,96.0,22.3,21.9,49.9,47.3,33.2,31.9,47.1,35.9
Northern Colorado,31,'11–4,'23-8,102.8,99.6,18.5,23.4,47.8,47.5,38.2,36.2,47.7,40.8
College of Charleston,34,'14–4,'22-12,109.2,105.9,16.2,19,52.3,48.8,37.1,33.9,21,31.3
Drake,33,'7–11,'14-19,107.5,104.4,15.9,19.5,47.9,51.8,38.1,36.5,34.1,31.7
Duquesne,31,'7–9,'15-16,101.9,99.0,20,22.8,51.7,45.9,26.1,34.4,38.1,35.3
"Oakland   14 seed, R64",33,'17–1,'24-9,106.2,103.3,19.7,18.4,49.8,50,31.6,33.9,41.1,32.4
Western Carolina,31,'11–7,'19-12,104.2,101.4,20,23.9,49.1,52,35.9,33.9,34.9,54.2
Indiana St.,31,'9–9,'16-15,102.5,100.0,19.6,17.3,46.2,45.7,34.9,33.5,35.9,36.4
Long Beach St.,31,'8–8,'15-16,99.8,97.4,20.2,21.1,47.7,50,31.8,32,38.5,33
Coastal Carolina,31,'15–3,'24-7,100.4,98.0,19.1,20.4,51.1,44.7,35,28.2,36,29.6
Cleveland St.,31,'10–8,'14-17,105.0,102.6,18.4,23.2,47.8,48.7,34.1,39.8,34.5,50.7
TCU,30,'5–11,'11-19,105.7,103.5,21,18.5,50.1,53.8,35.9,34.2,33.5,41.8
"Vermont   16 seed, R64",35,'12–4,'25-10,102.2,100.2,20.5,20.2,48.5,43.7,31.7,32,49.4,34.6
Stephen F. Austin,29,'11–5,'20-9,100.8,99.0,19.8,22.8,47.5,47.6,35.8,33.7,35.2,41.4
Oral Roberts,32,'13–5,'19-13,100.6,98.9,19.7,18.4,48.5,44.8,31.4,36.9,40.6,31.6
Colorado St.,31,'7–9,'15-16,99.4,97.8,22.6,21.5,46,48.2,35,35.7,48.5,48.5
Drexel,32,'11–7,'16-16,98.4,96.8,18.5,19.8,44.1,43.8,31.2,32.4,36.1,46.2
George Mason,32,'12–6,'17-15,102.0,100.3,20.5,19.7,47.6,46.5,34.3,34,41.6,34
Western Michigan,32,'8–8,'17-15,104.6,102.9,20.3,19.8,47.8,45.8,32.3,34.9,41.4,34.6
Idaho,29,'6–10,'13-16,103.3,101.9,20.6,19,49.7,49,37.6,35.4,37.8,32.7
Rutgers,31,'5–13,'14-17,102.9,101.5,21.2,17.8,47.4,47.1,32.9,33.5,34.4,30.2
La Salle,30,'4–12,'12-18,104.2,103.0,22.7,17,48.1,48.3,33.7,34.4,38,33.5
DePaul,31,'1–17,'8-23,99.9,98.8,17,20.1,43.6,47.3,31.4,34.6,29.9,39.6
Boise St.,31,'5–11,'14-17,100.7,99.7,19.9,20.3,51.2,49.4,33.2,36.8,29.8,30.9
Miami OH,32,'9–7,'14-18,101.9,100.8,20.8,17.1,48.8,45.4,34.7,34.1,37.4,36.7
Campbell,28,'14–6,'17-11,99.5,98.5,21.5,27.3,47.9,51.4,35.1,33.3,46,42.4
Loyola Marymount,33,'7–7,'17-16,106.9,106.1,18.3,18.8,48.1,46.2,37.8,38.4,39.8,41
Middle Tennessee,31,'13–5,'17-14,100.4,99.7,20.2,21.9,47.1,50.3,37.1,33.1,37.4,50
UCF,31,'6–10,'14-17,101.9,101.2,21.8,21.2,48.6,48.8,33.5,35.1,38.1,41.4
LSU,31,'2–14,'11-20,98.3,97.9,19.9,19.2,44.5,47.6,28.7,34.6,32,36.8
"East Tennessee St.   16 seed, R64",34,'13–7,'19-15,97.8,97.6,21.1,24,48,47.8,31.2,33.2,40.6,39.9
Jacksonville,33,'14–6,'20-13,99.7,99.5,21.1,23.6,45.2,47.3,33.3,34,38.6,45.8
Indiana,31,'4–14,'10-21,101.3,101.2,23,20.6,44.5,49.9,34.1,32.9,41.8,41.1
Saint Joseph's,31,'5–11,'11-20,100.5,100.7,18.4,20.3,47.5,50.2,30,33.4,38.7,32
"Morgan St.   15 seed, R64",37,'15–1,'27-10,103.0,103.2,19,20.2,46.5,45.7,33.2,32.5,43.9,43.2
Stony Brook,31,'13–3,'21-10,101.5,101.7,19.2,20.8,45.9,45.9,35.8,35.1,37.5,33
Buffalo,29,'9–7,'17-12,105.0,105.2,20.3,21.6,48.1,49.3,34.3,38.2,36.2,38.1
Saint Peter's,30,'11–7,'16-14,91.4,91.6,24.4,22.1,43.1,41.1,31.7,30.8,35.3,41.3
Eastern Kentucky,31,'11–7,'18-13,108.6,109.1,15.7,21.5,53.7,50.5,38.5,39,26.1,34.3
Denver,32,'10–8,'19-13,105.1,105.7,19.6,21.2,56.8,48.6,39.5,37.9,44.8,59.7
Iowa,32,'4–14,'10-22,101.1,101.8,22.1,17.5,49.8,51.9,31.7,34.1,30.9,29.8
Central Michigan,29,'9–7,'14-15,101.1,101.9,22.1,23.4,42.8,46.2,37.4,34.3,38.2,54.9
Fresno St.,32,'7–9,'14-18,97.7,98.5,20.8,21.2,49,45.8,32.1,37.5,38.5,34.9
Valparaiso,29,'10–8,'12-17,109.2,110.1,19.8,19.5,51.7,50.8,36.4,37.4,36.3,48.4
Massachusetts,31,'5–11,'11-20,101.2,102.1,19.7,17.4,45.7,47.1,30,37.2,33.7,38.5
"Lehigh   16 seed, R64",33,'10–4,'22-11,104.3,105.3,18.4,19.4,47.8,47,39.9,34.7,43.1,30.9
"North Texas   15 seed, R64",31,'13–5,'22-9,101.4,102.4,21.2,18.2,50.9,47.3,32.8,32.9,52.9,32.7
UTSA,27,'9–7,'16-11,104.1,105.1,17.6,19.9,46.6,54.8,35.9,28.7,34.9,32.9
Troy,30,'13–5,'17-13,103.3,104.4,18,18.6,51.6,48.2,35.7,36.6,28.5,29.9
San Diego,30,'3–10,'10-20,98.1,99.4,20.7,20.5,44.3,49.4,35.1,37.4,35.6,43.2
"Robert Morris   15 seed, R64",35,'15–3,'23-12,99.0,100.3,21.9,23.1,46.7,46,36.1,32.1,46,47.8
Texas A&M Corpus Chris,29,'10–6,'14-15,97.9,99.2,25.5,20.5,52.2,47.8,30.5,33.2,41.7,37
Seattle,31,'1–0,'17-14,98.2,99.6,22.1,23.6,48,52.1,33.3,32.9,43.9,51.6
Manhattan,31,'4–14,'11-20,98.0,99.4,17.1,21.5,43.6,45.2,30.7,33.4,36.1,41.7
San Jose St.,30,'6–10,'13-17,108.5,110.2,18.3,15,47.9,50,39.9,37.1,38.3,32.4
Mount St. Mary's,31,'12–6,'16-15,95.5,97.1,19.8,22.8,45.4,44.8,35,30.6,40.2,31.7
Davidson,29,'11–7,'14-15,101.8,103.9,20,17.6,47.4,47.8,35.7,37.7,34.8,38.3
Lipscomb,29,'14–6,'16-13,107.6,109.8,20.6,19.2,52.2,51.8,36,37.5,38.1,30.7
San Francisco,28,'7–7,'10-18,99.8,102.0,21.4,17.2,47.2,50.1,34.5,36.4,45.5,33.3
The Citadel,30,'9–9,'14-16,99.7,101.9,18,19.2,44.4,48.9,36.3,32.4,28.5,33.4
Rider,33,'9–9,'17-16,101.3,103.5,18.4,20.1,46.8,48.4,33.7,35.4,34.5,34.7
Arkansas St.,29,'11–7,'15-14,98.4,101.0,20.2,17.5,48.1,46.7,33.6,29.9,40.3,35.2
Eastern Michigan,30,'8–8,'15-15,98.1,100.7,20.3,21,48.7,48.4,30.4,34.7,44.5,38.1
Bowling Green,29,'6–10,'13-16,100.2,102.9,21.9,20.2,48.3,47.7,32.1,37,35.6,34.5
Quinnipiac,33,'15–3,'23-10,102.0,105.0,19.9,20.5,47.5,44.4,33.9,35.2,40.2,38.7
Evansville,29,'3–15,'8-21,98.0,101.2,21.6,19.6,45.4,49.2,34.8,34.8,41.9,43.5
Canisius,32,'8–10,'15-17,99.2,102.7,21.8,19.5,46.9,47.2,31.5,32.6,33.7,31.6
Austin Peay,30,'11–7,'15-15,103.0,106.7,20.8,19.5,48.6,48.7,35.6,37.5,45.8,34.1
Georgia St.,31,'5–13,'11-20,98.7,102.3,21.1,22.3,44.8,47.8,32.4,32.8,30.4,43.2
Loyola Chicago,28,'5–13,'12-16,100.9,104.6,21.7,17.6,44.5,48.4,37.1,35.5,36.5,31.4
South Dakota St.,28,'10–8,'12-16,104.3,108.2,17.5,18.9,44.7,50.1,36.3,38.5,43.8,36.8
Mercer,31,'10–10,'14-17,105.9,109.9,21.4,17.3,51.3,50.3,34.7,33.2,44.9,36.9
Eastern Illinois,29,'11–7,'17-12,98.9,102.7,21.3,19.4,47.5,44.1,36.1,35.3,34.9,34.7
Montana St.,27,'10–6,'13-14,101.3,105.5,17.9,19.9,48.6,47.9,36.4,35.2,38.1,38.1
Southeastern Louisiana,27,'10–6,'15-12,99.8,104.0,21.7,19.4,51.2,42.4,38.9,33.8,40.6,37.5
Tulane,30,'3–13,'8-22,94.5,98.8,20.8,23.3,43.1,51.1,32.4,31.2,38.2,44.5
Loyola MD,30,'6–12,'13-17,98.9,103.3,22.5,19.7,44.6,42.2,35.7,33.4,39.2,45.8
Louisiana Lafayette,28,'10–8,'12-16,98.3,102.8,19.2,21.7,50.8,46.6,32.7,34.8,32.2,47.4
Ball St.,29,'8–8,'14-15,94.3,98.7,22.7,18.1,42.3,45,36.7,30.8,46.6,32.1
Portland St.,30,'7–9,'11-19,108.8,114.2,18.8,18.5,53.3,53,37.9,40,33.9,35.9
Texas St.,27,'9–7,'11-16,97.8,102.8,23.5,22.5,45.5,48.8,32.5,39.1,46.7,55.3
James Madison,33,'4–14,'13-20,99.3,104.4,21.3,17.8,50.4,46,31.2,33.8,34.7,31.1
Florida Atlantic,28,'10–8,'12-16,101.2,106.7,17.6,20.5,44.8,47.8,38.5,42.1,32.5,44.7
East Carolina,28,'4–12,'7-21,101.1,106.6,24.5,16.7,48.8,48.8,32,37.3,42.9,35.9
IPFW,29,'9–9,'14-15,96.4,101.7,18.6,18.1,42.2,46.8,37.9,32.4,32.3,38.6
Cal St. Fullerton,29,'8–8,'14-15,100.5,106.2,20.8,17.6,49.2,46.4,34.3,34.7,43,39.3
Rice,30,'1–15,'7-23,95.5,101.1,21.1,21.3,44.6,50.3,30.6,34.5,35.6,42.5
UNC Wilmington,31,'5–13,'9-22,97.0,102.8,23,18.2,45.9,48,33.4,30.3,35.6,41.7
Radford,29,'13–5,'17-12,93.6,99.3,21.1,17.1,48.2,43.3,30,32.7,40.2,29.5
UC Davis,30,'8–8,'12-18,99.1,105.1,21.6,21.6,48.3,53.1,35.7,35.4,43,45
Hampton,32,'8–8,'14-18,93.6,99.5,22.8,23.7,48.4,46,29.9,30.7,42.2,39.3
Youngstown St.,28,'2–16,'6-22,98.1,104.3,20.2,21.3,45.6,50.7,31.7,38.2,40.7,49.6
Air Force,29,'1–15,'8-21,97.6,103.8,21.7,19.8,52.3,54.2,31,34.6,34.4,40
Maine,29,'11–5,'18-11,92.3,98.2,22.2,21.2,43,44.4,33.6,32,40.6,29.9
Holy Cross,31,'5–9,'9-22,101.4,108.0,21.4,16.3,46.7,48.2,38.1,35.3,38.8,32.7
Northern Arizona,26,'8–8,'12-14,97.4,103.9,22.5,18.1,50.6,51.4,35.1,34.2,39.5,39.3
