Name,GamesPlayed,ConfRecord,TotalRecord,OffEff,DefEff,Turnovers,ForcedTurnovers,2PFGOff,2PFGDef,3PFGOff,3PFGDef,FTOff,FTDef
"Wofford   7 seed, R32",32,18_0,30_5,117.3,98.2,16.1,19.1,53.9,50.6,41.4,32.6,27.8,31.8
"Cincinnati   7 seed, R64",35,14_4,28_7,113.2,95,16,20.9,47.6,45.1,34.5,35.5,37.6,30.5
"VCU   8 seed, R64",33,16_2,25_8,105.6,88.7,20,23.4,53.1,43.8,30.5,28.5,35.7,36.6
"Maryland   6 seed, R32",34,13_7,23_11,112.4,94.5,19.4,14.1,50.8,44.7,34.9,31.9,32.8,26.6
"Buffalo   6 seed, R32",35,16_2,32_4,114.5,96.4,16,20.3,55.7,49.3,33.7,29.3,32.7,31.9
Clemson,34,9_9,20_14,108,91.5,19.7,19.8,51.5,44.4,32.8,35,33.5,30
"Oklahoma   9 seed, R32",34,7_11,20_14,111.3,94.3,17,17.3,49.7,45.8,34.6,33.3,31.3,23.1
Penn St.,32,7_13,14_18,110.7,94,18.1,19.6,47.2,48.4,32,35.4,32.3,34.1
"Oregon   12 seed, Sweet Sixteen",38,10_8,25_13,109,92.8,17.8,20.9,51.6,48.8,35.1,29,29.4,33.9
"Saint Mary's   11 seed, R64",34,11_5,22_12,114.1,97.4,16.2,16.3,52.3,49.2,37.8,32.1,29.1,29.1
"Nevada   7 seed, R64",34,15_3,29_5,113.5,97,14.6,19.2,54.9,46.3,34.7,33.2,40.8,28
"Syracuse   8 seed, R64",34,10_8,20_14,111.3,95.4,18.5,23.1,49.3,46.9,33.3,32.9,36.8,34.3
"Marquette   5 seed, R64",34,12_6,24_10,112.6,97,19.4,16.6,50,45.1,38.8,32.4,35.1,35.9
TCU,37,7_11,23_14,110.8,95.7,19.2,18.6,52.3,49.9,34.6,30.4,31.7,27.7
"Villanova   6 seed, R32",36,13_5,26_10,115.5,100.1,16.9,18,53.7,49.7,35.2,34.3,34.4,28.2
"Mississippi   8 seed, R64",33,10_8,20_13,114,99,18.2,20.6,52.7,48.2,35.8,37.4,30.9,33.5
"Baylor   9 seed, R32",34,10_8,20_14,115.4,100.4,19.7,18.6,51.2,47.5,34.1,34.5,32.3,36.5
"Utah St.   8 seed, R64",34,15_3,28_7,112.4,97.8,18.2,17.3,54.2,42.2,35.7,35.3,36.7,34.3
North Carolina St.,36,9_9,24_12,113.2,98.7,17.3,21.5,51.6,51,35.2,30.9,28.5,38.8
"Iowa   10 seed, R32",35,10_10,23_12,116.8,101.8,17.2,18.4,51.4,53.5,36.4,32.4,42.3,28.8
"Ohio St.   11 seed, R32",35,8_12,20_15,108.6,95,18.7,18.2,49.7,47.9,34.1,32.7,33.7,31.8
Nebraska,35,6_14,19_17,113.3,99.4,14.3,19.3,48.6,46.9,33.4,33.8,33,30
"Minnesota   10 seed, R32",36,9_11,22_14,111.1,97.5,17.1,16.9,48.5,48.7,31.7,34,41.6,28.2
Creighton,34,9_9,20_15,111.8,98.2,18.6,19.1,55.7,52.9,37.9,35,29,27.9
"New Mexico St.   12 seed, R64",33,15_1,30_5,112.9,99.2,17.8,19.1,56.7,48,34,33.5,34.6,32.5
"Belmont   11 seed, R64",32,16_2,27_6,115.9,102,15.2,16,59.2,47.2,37,34.4,28.5,27.4
"Washington   9 seed, R32",36,15_3,27_9,106.5,94.2,19.8,24.2,51.9,46,35,33.4,34.7,34
Arkansas,34,8_10,18_16,110.1,97.9,18.3,22.5,50.6,48.9,34.5,33.3,38.4,41.7
Indiana,35,8_12,19_16,108.3,96.4,17.9,18.1,53.1,47.3,31.2,33.1,34.6,29.2
Memphis,36,11_7,22_14,109,97.1,19.8,21.3,52.5,48.9,32.2,32.2,37.3,37.5
Lipscomb,35,14_2,29_8,111.2,99.1,17.8,19.6,53.8,48.5,37.5,32.1,36.3,27.9
Missouri,32,5_13,15_17,108.1,96.3,21,18.1,47.6,50.6,36.3,31.9,29.8,38.1
Wichita St.,37,10_8,22_15,107.4,95.8,17.4,17.6,47.1,46.5,31,33,28.8,38.8
Dayton,33,13_5,21_12,112,99.9,18.8,16.8,59.5,47.7,33.2,32.1,32.1,23.8
"Murray St.   12 seed, R32",31,16_2,28_5,111.5,99.6,17.2,19.4,56.2,48.3,34.9,28.9,33.5,27.4
"Temple   11 seed, R68",33,13_5,23_10,110.3,98.7,15.7,20.6,50.1,51.5,33,32.9,32.5,33.9
Alabama,34,8_10,18_16,108.3,97.1,19.5,16.9,49.9,48.5,34,33.3,38,29.6
Furman,30,13_5,25_8,108.8,97.6,18.4,20.1,56.7,48.6,36,31.2,24.9,24.2
South Carolina,31,11_7,16_16,108.6,97.5,19.2,20.3,44.9,48.2,36.5,34.2,36.2,39.6
"Arizona St.   11 seed, R64",34,12_6,23_11,109.6,98.7,18.7,19,50.8,47.3,33.6,33.4,43.8,38.6
"Seton Hall   10 seed, R64",34,9_9,20_14,108.8,98.1,17.5,19.8,50.6,48.7,32.4,34,34.5,32.8
Xavier,35,9_9,19_16,111.3,100.3,19.6,16.2,54.7,48.7,33.1,35.6,32.6,24.9
Toledo,32,13_5,25_8,109.6,98.8,17.4,15.4,50.4,46.6,38,31.5,26.1,26.8
Miami FL,32,5_13,14_18,110.2,99.9,16.9,19.8,51.4,51.7,33.3,34.9,30.8,22.7
Colorado,36,10_8,23_13,106.7,96.8,19.1,17.4,52.3,48.8,32.3,31.8,37.2,31.1
Illinois,33,7_13,12_21,110.5,100.4,18.4,21.8,48.2,53.6,34.5,33,29.5,42.4
"UC Irvine   13 seed, R32",36,15_1,31_6,108.3,98.6,17.5,16.7,50.1,40.7,35.9,33.9,28.7,33
"Liberty   12 seed, R32",33,14_2,29_7,110.2,100.6,17.2,20.5,56.4,48.3,36.8,33.3,26.7,32.7
Providence,34,7_11,18_16,105.2,96.2,18.7,20.2,47.5,48.8,32.6,34.1,39.1,32.8
San Francisco,30,9_7,21_10,112.1,102.5,15.1,17.2,53.8,49.3,35.4,32,30.9,30.6
"Vermont   13 seed, R64",33,14_2,27_7,108.2,99,16.8,19.1,51.6,46.3,35.9,35.1,35.9,27.5
Butler,33,7_11,16_17,111.4,102.1,16.1,18.9,51.4,52.2,35.3,35.7,25.2,36.3
Rutgers,31,7_13,14_17,105.7,97.3,19.1,17.4,47.2,47,31.2,35.3,31.7,32.4
Northwestern,32,4_16,13_19,102.1,94,16.1,17.9,46.4,48,31.3,29.3,30.2,34
USC,33,8_10,16_17,109.8,101.5,16.5,18.1,50.3,48.4,38.2,33.4,27.6,30
Fresno St.,31,13_5,23_9,108.1,100.1,18.2,19.5,51.9,50.2,38.2,30.7,30.2,35
Oklahoma St.,32,5_13,12_20,109.7,101.7,18,17.6,46,48.3,37.2,35.4,30.6,31.5
"Yale   14 seed, R64",29,10_4,22_8,111.6,103.5,17.8,15.2,56,47.8,36.5,31,30.1,31.1
Texas A&M,32,6_12,14_18,107.2,99.6,20,18.5,51,49.1,30.8,33.1,34.2,27
"St. John's   11 seed, R68",34,8_10,21_13,108.3,100.6,14.3,21.2,50.7,50.3,35.8,34.2,29.5,39.7
West Virginia,36,4_14,15_21,109.7,102,21.3,18.5,47.6,51.3,31.6,36.1,38.9,38
SMU,32,6_12,15_17,113.2,105.3,16.6,17.5,51.3,48.2,34.1,35.1,27.8,29.5
Davidson,33,14_4,24_10,108.4,100.9,16.7,16.7,52.8,47.3,35.6,33,28.3,30
Utah,31,11_7,17_14,115.6,108,19.2,14.7,54.6,51.7,37,35.6,35.5,32.5
Notre Dame,33,3_15,14_19,108.1,101,14,16.4,45.4,48.6,31.5,33.1,30.1,21.8
San Diego,35,7_9,21_15,105.4,98.4,18.8,17.5,52.4,49.7,34.8,32.9,32.4,37.3
BYU,32,11_5,19_13,111,103.8,15.3,17.6,54.7,48.3,33,36.6,40,35.4
South Dakota St.,32,14_2,24_9,112.4,105.1,16.3,15.6,56.2,48.8,41.2,34.5,31.9,23.7
Georgia Southern,31,12_6,21_12,108.3,101.3,18.6,20,56.8,51.7,32.4,34,35,31.3
Penn,30,7_7,19_12,104.7,98.2,18.4,19,52.9,48.7,34.7,33.3,28.1,25.5
Arizona,32,8_10,17_15,104.9,98.5,16.7,20.3,48.1,51.9,33.6,32.9,33.3,35
Connecticut,33,6_12,16_17,108.8,102.1,18.5,20,50.7,49.2,34.4,33.5,32.7,39.2
South Florida,37,8_10,24_14,102.7,96.5,22.6,21.9,48.5,48.2,33.3,32.5,48.1,43.1
"Northeastern   13 seed, R64",34,14_4,23_11,110.2,103.5,16.6,16.7,55.8,53,38.2,33.7,34.3,27.8
"Northern Kentucky   14 seed, R64",33,13_5,26_9,108.9,102.3,17.8,18.4,55,49.9,36,32,34.8,35.2
UNC Greensboro,34,15_3,29_7,105.4,99.1,17.1,22.2,51.4,50.1,33.8,35,30.6,32.2
Oregon St.,31,10_8,18_13,111.4,104.7,18.3,17.6,54.5,46.7,32.1,37.3,36.8,33.5
UCLA,33,9_9,17_16,109.5,103,19,15.1,51.4,47.9,35.5,34.7,38.2,27.6
Wright St.,33,13_5,21_14,107.4,101,17.3,20.1,50.4,52.1,34.6,36.5,35.1,28.6
St. Bonaventure,34,12_6,18_16,102.1,96.1,18.7,19.8,47.9,46.2,32.8,32.3,28.2,31.5
Loyola Chicago,33,12_6,20_14,105.2,99.2,18.8,20.5,55,48.7,36.7,36.6,32,23.9
Georgetown,33,9_9,19_14,108.6,102.5,17.9,16.3,49.6,49.6,35.6,34,38.2,30.3
East Tennessee St.,32,13_5,24_10,109.2,103.1,20,20.5,55,48.5,35.9,39.1,30,30.5
"Saint Louis   13 seed, R64",36,10_8,23_13,102.3,96.7,19.3,19.4,47.2,46.7,30.4,31.4,39.4,33.5
Hofstra,34,15_3,27_8,115.9,109.5,13.8,18.3,54.5,51.5,38.7,35.3,37.7,25
Akron,31,8_10,17_16,99.4,94,17.3,19.1,48.8,46.1,31.7,29.6,27.7,30.6
Harvard,30,10_4,19_12,106.1,100.4,22.6,17.5,52.7,49.6,36.1,34.2,31.6,33.8
San Diego St.,33,11_7,21_13,103.3,97.8,18.3,18.8,47.9,47.2,35.6,33,35.2,33.3
Southern Miss,29,11_7,20_13,107.8,102.2,15.7,19.4,49.9,47.1,39.1,34.2,24.1,29.8
"Georgia St.   14 seed, R64",33,13_5,24_10,107.7,102.2,16.4,21,51.2,51.2,38.1,32.8,35.4,30.9
Tulsa,32,8_10,18_14,105.7,100.3,18,17.6,51.3,47.3,34,32.8,43.4,30.3
Bowling Green,32,12_6,22_12,108.5,103,16.6,17.8,48.8,50,35.8,34.6,34.9,31.1
Boise St.,32,7_11,13_20,108.7,103.4,17.3,18.5,54.7,52,35.2,34.3,31.8,33.6
Grand Canyon,33,10_6,20_14,107.3,102.2,17.3,19.3,52.5,48.4,33.1,35.2,33.7,29.7
Drake,32,12_6,24_10,107.3,102.2,19.1,16.8,53.2,50.8,35.7,30,32.6,29.4
Pittsburgh,33,3_15,14_19,104.2,99.4,19.6,21.3,46.9,45.8,33.1,33.6,42.3,32.9
"Old Dominion   14 seed, R64",35,13_5,26_9,100.3,95.6,17.8,18.5,44.1,43.5,34.9,32.4,28.9,32.4
DePaul,36,7_11,19_17,112.6,107.4,18.8,17.7,53.3,51.2,34.3,37.3,36.1,30.9
Austin Peay,31,13_5,22_11,111.4,106.7,16.6,20.8,51.1,53.5,37.5,34,34.7,34.2
Georgia,32,2_16,11_21,105.8,101.3,22.5,15.5,51.1,47.8,32.2,33.2,41.3,29.9
Loyola Marymount,32,8_8,22_12,104.1,99.7,19.3,21.6,50.3,50.3,31.6,32.4,36.7,36.2
Utah Valley,33,12_4,25_10,108.1,103.5,20.2,16.5,54.2,47.3,38.5,34.9,40.3,29.3
Western Kentucky,34,11_7,20_14,104.9,100.5,19.6,18.5,50.2,47,32.7,34.5,37.9,25.6
Boston College,31,5_13,14_17,107.1,102.7,17.5,16.6,49.1,48.8,31.7,32,35,29.4
Jacksonville St.,31,15_3,24_9,104.7,100.4,18.8,20.4,52.3,47.7,31,33.3,30.2,30.1
Georgia Tech,32,6_12,14_18,100.8,96.9,21,18.7,50.7,46.3,30.7,29.7,34.3,34.8
College of Charleston,32,12_6,24_9,108,104.1,15.6,19.1,56.3,53.7,33.7,33.3,33.5,26.4
Central Michigan,32,10_8,23_12,110.2,106.3,16.2,18.7,48.9,53.6,36.9,29.3,40,28.8
Stanford,31,8_10,15_16,102.3,98.7,20.8,17.2,53.2,46.4,31.7,34.5,36.1,32.9
"Colgate   15 seed, R64",34,13_5,24_11,110.2,106.4,19.3,17.8,53.5,50.5,39.5,33.9,28.4,28.2
Rhode Island,33,9_9,18_15,104.5,100.9,17.8,20.2,50,48.8,28,32.3,36.8,35.7
"Montana   15 seed, R64",33,16_4,26_9,107.3,104.1,17.3,19.2,55.6,49.3,37.8,34.4,31.6,37.3
Ball St.,32,6_12,16_17,101.5,98.7,20.2,17.9,53.5,46.8,32.2,32.1,37.6,30.4
Radford,30,12_4,22_11,108.3,105.4,16.4,18.1,50.1,51.7,38,34.7,27,30.7
Kent St.,31,11_7,22_11,110,107.1,16.4,19,49.1,53.2,33.6,34.7,31.8,35.9
Louisiana Monroe,34,9_9,19_16,112.4,109.6,16.2,17.4,49.6,52.7,39.7,35.4,35.8,28.4
Texas St.,32,12_6,24_10,102,99.5,19.6,20.7,50.8,49.2,32.4,31.6,34.4,39.5
UTSA,28,11_7,17_15,106.1,103.6,16.4,18.1,48,50,34.3,32.5,26.2,35.6
Coastal Carolina,32,9_9,17_17,107.5,105.2,19.6,18,49.4,53.1,37,32.3,39.4,42.3
Samford,32,6_12,17_16,106.3,104.3,19.3,18.1,53,47.3,37.3,35.1,33.9,28.3
Northern Illinois,32,8_10,17_17,107.6,105.8,17.2,17.9,51.6,50,36.5,36.1,26.5,39.1
UT Arlington,32,12_6,17_16,101.5,99.9,20.3,18.1,47.9,50,30.5,29.9,34.5,38
Pepperdine,33,6_10,16_18,108.1,106.4,18,20.9,48.4,54.9,37.9,34.8,35.7,35.7
Miami OH,30,7_11,15_17,104,102.4,18.7,16.7,48.7,51.3,32.3,33.9,34.7,33.9
Brown,30,7_7,20_12,99.6,98.2,20.3,20.9,50.2,50.1,33.8,30,36.7,31.3
Louisiana Tech,31,9_9,20_13,104.3,103.1,17,19.2,49.3,49.1,33.7,33,35.9,30.2
UAB,33,10_8,20_15,107.2,106,16.8,17.9,51.3,48.1,32.6,33.9,31.8,31.6
Bucknell,33,13_5,21_12,105.1,104.4,17.3,16.6,53.3,48.8,35.1,33.3,33.9,32.4
"Bradley   15 seed, R64",34,9_9,20_15,102.1,101.5,18.8,18.4,46.5,46.5,37,32.8,36.3,35.6
"Abilene Christian   15 seed, R64",30,14_4,27_7,102,101.6,17.3,23.3,49.5,49.8,37.7,33.3,34,38.3
Richmond,33,6_12,13_20,109.1,108.7,15.3,18.5,55.5,54,34.7,34.4,30.7,28.7
Florida Atlantic,30,8_10,17_16,99.5,99.3,20.7,18.1,47,48.7,32.6,31.6,28.6,31.4
Saint Joseph's,33,6_12,14_19,106.3,106.3,13.5,15.7,47.8,49.9,32.2,36,31.7,27.1
Wake Forest,31,4_14,11_20,104.4,104.4,19.4,16.1,44.1,54.7,30.8,34.1,37.6,35.2
North Texas,30,8_10,21_12,98.5,98.6,20.1,19.8,50.5,46.4,31.7,32.8,27.7,37.7
Louisiana Lafayette,30,10_8,19_13,107.4,107.5,17.4,20,50.5,52.3,34.2,36.6,35.1,36.9
Vanderbilt,32,0_18,9_23,101.1,101.3,20.5,16.4,50,48,31.1,34.9,40.6,33.3
Eastern Michigan,28,9_9,15_17,102.4,102.6,20.8,20.1,50.5,50.4,29.9,34.2,33.9,32
Oakland,32,11_7,16_17,107.8,108,18.4,17.2,52.3,53.2,37.9,35.2,35.7,28
Southern Illinois,32,10_8,17_15,103,103.2,21,19.1,51.2,47.6,37.4,35.1,32,25.6
Northern Colorado,30,15_5,21_11,103.6,104,18.4,18.6,53.6,49.5,34.9,37.1,34.8,28.4
Marshall,37,11_7,23_14,106.5,107,15.9,20.8,52.3,51.4,34.2,35.5,30.5,32.4
"Gardner Webb   16 seed, R64",32,10_6,23_12,107.1,107.6,17.1,18.2,53.6,50.4,37.7,33.7,38.3,27.6
Fort Wayne,30,9_7,18_15,107.6,108.1,16.8,17.1,55.8,52,37.2,38,26.9,25
Seattle,31,6_10,18_15,101.1,101.6,17.5,15.8,46.1,44.9,36.8,33.6,34.3,38.5
Princeton,26,8_6,16_12,99,99.6,17.8,17.2,48.1,50.3,30.3,32.5,29.8,28.7
Northern Iowa,32,9_9,16_18,101.5,102.1,17.9,18.2,46.2,51,35,34.2,27.6,32.4
Sam Houston St.,30,16_2,21_12,106.7,107.3,18.3,21.2,48.6,51.4,37.5,34,26,43.3
Lehigh,31,12_6,20_11,108.5,109.1,18.5,15.6,51.9,49.9,42.4,33.8,34.9,30.5
Duquesne,32,10_8,19_13,104.8,105.5,19.8,21.6,51.1,49.5,32.2,33.8,35,31.9
Charleston Southern,30,9_7,18_16,100.9,101.6,18,21.1,48.4,48.8,34.5,35.9,27,31.2
Missouri St.,31,10_8,16_16,102.8,103.5,18.2,21.8,51.4,49.4,33.9,40.3,36.9,35
UNLV,31,11_7,17_14,105.5,106.3,18.6,17.6,48.8,49.7,33.7,35.7,34.9,31.6
Illinois Chicago,30,10_8,16_16,101.5,102.3,20,17.6,54.1,46.8,34.9,33.8,27.8,42
Nebraska Omaha,31,13_3,21_11,109.5,110.5,13.5,16.8,51.8,55.2,39.3,36.5,24.1,27.1
George Mason,33,11_7,18_15,103.8,104.9,18.9,18.2,50.5,51.6,33,32,34.2,30.6
Green Bay,36,10_8,21_17,104.6,105.9,17.2,18.8,51.4,52.5,34.5,34.4,33.9,32.3
Colorado St.,31,7_11,12_20,107.5,108.9,17,16.2,55.5,53.5,35.2,35,31.9,29.5
North Florida,31,9_7,16_17,103.5,104.8,21.8,16.9,53.2,47.4,33.9,33.2,25.3,30.6
Hampton,32,9_7,18_17,107.3,108.8,14.6,16.3,47.5,50.5,34.1,34.2,34.8,35.9
American,30,9_9,15_15,102.8,104.4,18.7,17.7,55.6,50,32.5,29.2,35.8,34.8
Presbyterian,33,9_7,20_16,109,110.8,14.7,17.9,50.1,53.5,38,35.4,30.5,33.1
Campbell,30,12_4,20_13,107.9,109.8,14.8,19.5,54.8,53.6,33.8,37.3,31.2,36
Stony Brook,32,12_4,24_9,98.7,100.5,20.7,18.6,47.7,46.6,32.6,30.1,35.4,36.2
Winthrop,27,10_6,18_12,105.8,108,20.2,15.4,53.3,51.6,36.7,33.8,30.4,30.3
Santa Clara,30,8_8,16_15,101.3,103.4,20.5,16.3,49.8,49.9,36.2,31.8,33.9,35.2
New Mexico,31,7_11,14_18,103.6,105.8,19.4,18.3,47.8,50.8,34.4,35.5,39.3,37.1
"North Dakota St.   16 seed, R64",33,9_7,19_16,107.7,110,15.7,14.4,52.1,52.6,36.7,37,32.2,26.5
Ohio,30,6_12,14_17,99.4,101.6,20,18.5,50.7,48.9,29.7,35.9,33.2,31.2
Cal Baptist,27,7_9,16_15,106,108.4,18,15.1,50.4,46.9,34.8,35.4,32.4,39.6
UC Santa Barbara,30,10_6,22_10,104.3,106.7,16.8,16.6,49.4,50.8,34.8,31.8,39.5,32.4
Appalachian St.,29,6_12,11_21,106.5,109.1,17.8,17.4,51.3,52.8,34.4,37.3,37,34.1
La Salle,31,8_10,10_21,100.7,103.5,20.2,19.8,45.3,51.2,33.1,34.2,28.5,41.3
UT Rio Grande Valley,35,9_7,20_17,99.1,101.9,18,24.3,46,50.3,31.3,33.8,42.7,43.5
IUPUI,31,8_10,16_17,103.4,106.5,19.6,19.6,50.5,50.7,33,37,35.2,33.2
Mercer,29,6_12,11_20,103,106.1,19.3,20.1,51.2,53.4,33.8,34.6,35.7,34.7
Indiana St.,29,7_11,15_16,102.1,105.3,18.6,19.4,46.7,52.1,35.6,33.7,35.8,38
"Iona   16 seed, R64",33,12_6,17_16,106.3,109.7,17.3,18.5,53.2,50.3,35.1,36.6,36.8,28.5
Hartford,32,10_6,18_15,108,111.6,17.8,19.3,51.5,53.2,38.2,34.4,33.1,29.9
Columbia,26,5_9,10_18,102.5,106,18,18.9,50.6,51,35.4,35.8,22.4,38.1
Hawaii,29,9_7,18_13,103.4,106.9,17.6,17.4,52.2,50.3,35,34.5,31.2,32.9
Dartmouth,28,2_12,11_19,103.8,107.5,17.6,16,50.6,54.6,35.8,33.1,24.8,27.9
"Prairie View A&M   16 seed, R68",34,17_1,22_13,102.9,106.5,17.4,24.7,49.2,53.7,32.4,31.2,43.1,46.2
FIU,30,10_8,20_14,102.4,106.1,17.7,23.4,52.2,53.6,29.3,34.8,37.9,35.4
South Alabama,32,8_10,17_17,103.9,107.6,19.5,19.7,51.1,51.3,37,35.6,35.1,36.6
Lamar,29,12_6,20_13,104.1,107.9,20,19.8,48.8,52.3,33.6,34.6,42.3,35.7
Illinois St.,32,9_9,17_16,101.1,104.8,18.4,18.2,49.1,51.5,32.7,34,28.6,32.8
Washington St.,32,4_14,11_21,106,109.9,19.2,17.1,51.5,54.9,36.4,36.2,30.3,28.4
NJIT,34,8_8,22_13,100.8,104.6,17.1,17.9,49.8,48.8,34.8,32.8,38.4,29.7
California,31,3_15,8_23,103.9,108,16.5,20.5,46.5,56.7,35,38.1,34.8,36.1
Rider,31,11_7,16_15,101.3,105.4,18,22.8,50.4,53.6,34,35.9,39.9,36
Pacific,30,4_12,14_18,99.5,103.6,19.6,19.2,44.9,54.1,35.6,36.2,40.5,42.2
William & Mary,30,10_8,14_17,103.4,108,18.3,15.6,55.8,51.1,35,36.9,31.3,30
South Dakota,28,7_9,13_17,101.3,105.9,16.1,17.4,49.6,50.7,33.9,35.8,35.9,35.2
Florida Gulf Coast,30,9_7,14_18,101,105.8,21.2,19.2,50.7,49.9,36.9,36.8,31.9,27.4
Valparaiso,31,7_11,15_18,97.7,102.5,20.3,18.9,50.1,49.8,31,33.4,32.1,31.7
Cornell,29,7_7,15_16,99.6,104.5,18.9,17.4,52.3,50.6,32.9,33.7,33.9,26.8
Weber St.,31,11_9,18_15,101.1,106.2,16,15.8,53.4,49.7,35.2,31.7,37.1,30.9
High Point,29,9_7,16_15,99.8,104.9,20.4,16.3,51,51.5,30.3,32.6,33.8,29.1
"Fairleigh Dickinson   16 seed, R64",33,12_6,21_14,105.7,111.2,19.7,20.2,51,51.3,40.1,35.3,35.7,29.4
Cal St. Fullerton,32,10_6,16_18,98.1,103.2,19.1,16.8,50.3,48.5,30.8,32,38.5,35.7
Long Beach St.,32,8_8,15_19,101,106.3,19,18.9,46.3,51.6,33.8,33.5,40.8,30.2
Cal St. Bakersfield,31,7_9,18_16,102.5,108.2,19,20.1,46.7,49.5,31,36,29.2,52.5
Boston University,32,7_11,15_18,104.6,110.4,18.8,18.2,54.5,56.4,34.2,34.7,24.8,32.5
Texas Southern,36,14_4,24_14,104,109.8,19.8,19.9,52.2,51.1,32.1,35,40.8,32.6
Massachusetts,32,4_14,11_21,103.7,109.6,20.2,16.8,50.2,50.6,35,35,31.3,41.4
Detroit,31,8_10,11_20,106.7,113,16.3,19.8,46.7,56.2,35.6,34.5,31,32.7
Little Rock,29,5_13,10_21,99.3,105.2,22.6,19.4,54.9,51.7,35.6,35.3,42.5,40.3
Eastern Washington,33,12_8,16_18,101.2,107.4,17.1,16.6,48.9,50.1,34.8,37.4,27,34.8
Arkansas St.,30,7_11,13_19,103.4,109.8,19.4,17.1,46.5,50.2,32.3,36,37.9,43.7
Army,31,8_10,13_19,96.9,103,16.5,18.7,51,53.4,31.8,35.4,24.3,28.4
Siena,33,11_7,17_16,101.4,107.8,15.6,18,52.1,51.9,33.9,36,24.7,27.3
Air Force,31,8_10,14_18,100.8,107.1,19.3,17.8,53.1,53.6,32.3,35.7,28.3,28.6
Middle Tennessee,30,8_10,11_21,98.7,104.9,22.8,17.5,45.7,50.5,32.3,34.1,29.6,34.2
Marist,31,7_11,12_19,101.6,108,18.9,19.3,50.8,52.6,36.3,35.5,32.2,35.9
Southeastern Louisiana,31,12_6,17_16,100,106.3,24.1,20.9,50.4,50.6,33.6,32.9,37.2,39.3
Eastern Kentucky,29,6_12,13_18,99.8,106.1,18.2,21.5,47.7,54.4,32,34,32.6,39.7
Chattanooga,29,7_11,12_20,102,108.5,19.1,15.4,49.3,52,36.3,36.4,24.2,31.6
