Name,GamesPlayed,ConfRecord,TotalRecord,OffEff,DefEff,Turnovers,ForcedTurnovers,2PFGOff,2PFGDef,3PFGOff,3PFGDef,FTOff,FTDef
UT Rio Grande Valley,26,9_7,14_16,98.8,106.4,18,23.5,46.1,51.1,32.4,37.8,35.1,44.2
Southern Miss,28,5_13,9_22,95.4,102.9,22.1,17.6,49.1,52.3,29.9,33.5,23.5,33
Norfolk St.,27,12_4,16_15,94.2,101.7,20.9,21.6,47.3,47.8,31,30.9,33.3,40.5
Jackson St.,30,11_7,14_17,93.3,100.7,18.2,22.8,47.6,47.7,26.3,33.8,35.6,43.6
Bucknell,34,8_10,14_20,95.1,102.8,19,19.8,47.8,52.9,34.3,32.4,28.4,38.3
Cal St. Bakersfield,28,6_10,12_19,96.3,104.1,20.7,19.4,46.3,47.7,31.4,37.1,30.7,49.1
Cornell,25,4_10,7_20,101.6,110,17.9,18.3,50.5,52.3,32.5,36.1,26.8,31.8
New Hampshire,28,8_8,15_15,94.2,102.1,18.4,16.3,44.8,47,33,31.6,25.8,39.1
Utah Valley,27,5_10,11_19,96.1,104.2,19.8,17,51.4,47.2,30.2,32.6,34.1,34.5
Navy,29,8_10,14_16,98.1,106.4,18.8,18.1,47.5,50.4,29.3,34,32,30.1
Army,29,10_8,15_15,99,107.5,16.9,17,55,50.4,32.8,35.6,25.7,23.9
Grand Canyon,29,8_8,13_17,103.1,111.9,16.9,16.1,50.4,50,34.1,34.9,37.5,29.9
Milwaukee,29,7_11,12_19,96.1,104.4,18.8,20.8,46.4,49.6,31.7,35.3,30.4,43.8
Fort Wayne,30,6_10,14_19,95.2,103.5,20.3,18.1,50.7,54,31.9,35.2,24.5,29.5
UMBC,29,8_8,16_17,97.6,106.2,18.5,18.9,50.3,50.3,30.2,32.6,33.7,33.7
McNeese St.,28,10_10,15_17,102.9,112.1,22.7,17.6,54.3,48.7,37.3,37.3,35.7,29.6
Jacksonville St.,30,8_10,13_19,96.4,105.3,20.7,19.5,49.6,54.3,31.5,32.5,29.1,28.4
LIU Brooklyn,32,9_9,15_18,97.4,106.4,19,18.7,51.4,50.3,34.2,33.1,33.4,28.5
North Carolina A&T,31,12_4,17_15,92.8,101.4,20.6,21.4,48.4,50.2,29.6,29.2,41.4,42
Stetson,31,9_7,16_17,98.1,107.4,21.9,17.6,49.6,49.9,33.3,34.5,39.1,31
Loyola MD,31,7_11,15_17,100,109.5,19.1,17.8,55.2,52.1,32.3,32.6,42.5,32.4
Canisius,32,7_13,12_20,97.3,106.6,20.4,21.9,50.1,51.6,30.2,34.8,30.2,35.7
James Madison,29,2_16,9_21,100.3,110,17.2,15.9,48.1,51.8,32.3,35.9,37.2,29.3
Evansville,31,0_18,9_23,96.9,106.4,18.4,17.2,49.2,52.5,31.9,35.6,32.4,33.3
UMass Lowell,31,7_9,13_19,104.3,114.7,18.9,18.6,52.2,54.3,33.7,34.4,38.2,28.8
Portland,30,1_15,9_23,94.2,103.6,19.8,18.2,47,51,34.4,35,33.5,31.2
Quinnipiac,30,10_10,15_15,99.5,109.4,19.9,14.1,48.1,46.5,35.7,35.3,28.2,23.6
Weber St.,29,8_12,12_20,98.2,108,17.4,16.6,50.7,50.3,30.2,37.3,26.5,22.5
Albany,31,7_9,14_18,94,103.5,19.7,18.3,47.3,47.7,32.6,34.7,33.7,28.2
Central Arkansas,30,9_11,10_21,97.4,107.3,23,17.8,49.8,49.9,31.2,37.8,39.9,34.8
Fairleigh Dickinson,29,9_9,11_19,101.8,112.4,18.5,18,49.7,52.8,35.7,34.7,29.8,31.9
Columbia,29,1_13,6_24,95.7,105.8,15.9,16.3,46.9,53.9,29.8,33.3,22.5,25.7
NJIT,29,6_10,9_21,94.6,104.7,16.4,18.3,45.1,50,30.4,34.5,31.1,33.4
Lehigh,30,7_11,11_21,97.5,108,19.9,17,49.4,53.7,33.7,33.9,26.1,32.4
Cal St. Fullerton,29,6_10,11_20,95.3,105.5,18.5,18.2,47.3,49.5,32.2,34.2,37.6,35.4
Long Beach St.,30,6_10,11_21,94.3,104.6,22,19.7,46.2,50.6,35.3,36.4,33.2,29.9
Mount St. Mary's,31,7_11,11_21,96.9,107.5,17.9,17.3,45.8,48.1,31.3,35.5,32.6,30.1
North Alabama,28,8_8,13_17,95.1,105.6,21.4,19.3,46.6,49.6,33.5,33.8,39.7,40.8
San Jose St.,30,3_15,7_24,96.8,107.5,18.5,17.6,45.9,53.6,29.6,36.6,34.1,34.4
North Carolina Central,28,13_3,18_13,94,104.3,22.6,22.8,52.9,50.1,30.9,30.7,35.8,33.7
Idaho St.,28,4_16,8_22,100.7,112,20.3,16.2,49.4,55.5,34.1,32.9,35.8,26
Texas Southern,31,12_6,16_16,98.4,109.7,21,19.6,45.9,49.2,30.5,34.9,41.1,34.3
Manhattan,31,8_12,13_18,92.1,102.8,20.9,22.3,45.3,45.4,30.9,34.5,34.1,46
UNC Asheville,29,8_10,15_16,99,110.6,16.4,22.5,52.2,57.2,35.3,37.4,35.2,38.3
Bethune Cookman,27,10_6,15_14,94.5,105.6,20.1,20.4,45.9,51.6,31.7,28,37.4,38.8
Texas A&M Corpus Chris,30,10_10,14_18,94.5,105.6,26.6,19.1,48.4,49.4,37.7,31.6,33.4,41.3
Hampton,31,8_10,15_19,104.9,117.2,15.7,15.1,50.8,53.4,32.4,36,41,38.1
Middle Tennessee,28,4_14,8_23,97,108.4,20.5,19.4,45.9,53.4,33,38.1,30.6,39.7
Detroit,31,6_12,8_23,99.7,111.8,19.1,17,44.5,52.2,32.3,36.3,32.1,31.8
Troy,29,5_15,9_22,95.4,107.3,19.9,20,45,53,31.7,34.1,29.2,37.4
Grambling St.,28,11_7,17_15,93,104.7,20.3,20,48.6,47.7,30,33.2,38.8,36.4
Denver,30,3_13,7_24,94.9,106.9,19.3,17.5,49.5,54.5,32.1,32.4,36.3,38.1
UNC Wilmington,29,5_13,10_22,92.2,104,18.9,17.9,45.2,52.2,31.5,32.8,32.5,33
St. Francis NY,30,7_11,13_18,94.1,106.2,18.2,19.1,47.7,47.8,29.3,35.3,27.2,36.5
Florida Gulf Coast,30,7_9,10_22,91.1,102.9,23.3,19.9,48,47.7,30.8,34.5,23,29.9
Florida A&M,27,10_6,12_15,94.8,107.1,21.2,21.6,46.2,54.6,28.4,30.6,38.7,41.2
Charleston Southern,30,7_11,14_18,95.8,108.6,18.8,18.6,48.9,53.8,31.8,33.7,25.3,28.8
Morehead St.,30,7_11,13_19,94.7,107.5,18.1,17.3,50.6,50,27.3,32.7,31.5,29.2
Cal Poly,28,4_12,7_23,95.9,109,19.1,18.4,45.5,50.8,34,37.3,33.7,43.4
Fairfield,32,8_12,12_20,89.3,101.5,21.3,19.4,43.4,45.9,28.4,35,35.9,31.1
Maine,30,5_11,9_22,92.9,105.7,22.9,18.6,49.3,51.3,28.2,32.1,26.8,32.8
Niagara,32,9_11,12_20,98.9,112.5,15.8,20.7,46.2,52.4,37.2,35.6,24.4,27.6
Cleveland St.,31,7_11,11_21,92.6,105.5,22.2,20.6,45.1,49.1,28.4,34.2,38.7,39.5
Idaho,30,4_16,8_24,93.7,107.2,21.1,15.8,46.8,53.6,33.3,32.7,30.5,29.3
Marist,30,6_14,7_23,90.3,103.4,20.9,20.6,42.4,47.7,34.1,34.2,29.7,39.1
Samford,30,4_14,10_23,98.5,113,20.8,18.2,46.8,54.8,33.6,38,34.9,24.5
Longwood,30,9_9,14_18,91.4,104.8,19.3,20.3,44.9,50.2,34.4,35.6,32.6,35
New Orleans,26,5_15,9_21,99.9,114.7,20.3,20.6,48.2,56.7,32.6,36.7,40.3,39.7
USC Upstate,31,7_11,13_20,95.5,110.9,18,18.9,47,53.3,32,35.8,34.2,39.5
Southeastern Louisiana,28,5_15,8_23,93.1,108.1,22.2,22.3,47.9,56.1,29.9,32.9,31.4,42.5
The Citadel,27,0_18,6_24,95.3,110.7,20.2,17.4,50.6,57.1,32.4,34.8,30.8,28.3
Alcorn St.,26,11_7,15_15,96.9,112.6,20.6,18,44.7,51.6,34.2,34,31.1,37.1
Morgan St.,28,9_7,15_16,91.8,106.9,22.6,18.8,47.7,47.9,27.9,31.1,40.8,49.3
Presbyterian,30,7_11,10_22,97.6,113.8,21.9,16.9,50.9,53.1,32.5,36.4,35.7,37.1
SIU Edwardsville,29,5_13,8_23,93.1,108.6,19.8,18.3,47.1,52,31,33.4,30.1,40.6
Wagner,28,5_13,8_21,97.6,114.1,19.6,18.7,46.9,51,30.5,38.9,29.6,45.9
Tennessee Tech,29,6_12,9_22,92.9,108.8,21.6,19.5,46.8,53.6,32.4,36.3,21.9,28.5
Western Illinois,24,2_14,5_21,97.8,114.5,15.5,15.1,44.7,55.1,36.6,37.7,21.7,35
Houston Baptist,29,4_16,4_25,103.5,121.3,21.4,16.7,48.3,58.4,36.4,38.4,38,36.7
Tennessee Martin,27,5_13,9_20,104.5,122.6,18.5,16.9,51.4,58.1,33.3,39.2,32.5,28.2
IUPUI,30,3_15,7_25,98.9,116.6,18.8,17.1,46.2,53,33.7,37.8,32.2,29.5
Coppin St.,31,7_9,11_20,88.9,105.3,19.1,19.7,49.5,47.5,28.1,33.4,32.9,30.2
Binghamton,27,4_12,10_19,98.9,117.1,17.7,14.2,47.2,54.2,32.4,34.6,22.5,30.3
Southeast Missouri St.,29,3_15,7_24,95.3,112.9,19.7,18.6,46.4,54.4,32.1,36.9,34.3,34.6
South Carolina St.,27,6_10,11_18,96,114.7,20.5,17.6,48.4,54.6,28.5,33.4,39.7,38.9
Alabama St.,32,7_11,8_24,86.1,103.3,22.6,20.4,44.1,52.3,30.3,32.9,35.7,38.3
Incarnate Word,28,6_14,9_22,92.6,111.7,21.9,20.5,46.8,53.2,29.1,35,31.1,36
High Point,30,6_12,9_23,94,113.7,21.6,17.8,44.7,53.2,31.7,38.9,40.5,36
Holy Cross,31,2_16,3_29,95.6,117,20.5,15.4,50.1,55.6,32,37.6,24.6,31.4
Central Connecticut,30,3_15,4_27,90.8,113.3,20.4,18,41.2,52.1,34.8,36.9,29.3,33.2
Alabama A&M,30,5_13,8_22,86.7,108.6,18.8,18.2,42.6,52.7,28.1,32.4,32.7,35.2
Delaware St.,30,4_12,6_26,93.9,117.6,19.8,18.7,47.4,55.3,30.9,34.8,33.5,43.8
Howard,31,1_15,4_29,94.4,121,20.7,18.5,45.9,55,34.7,34.7,33.1,34.7
Arkansas Pine Bluff,29,3_15,4_26,80.1,104.3,26.2,20.6,44.6,50.2,26.3,31.1,37.4,46.3
Maryland Eastern Shore,31,4_12,5_27,82.1,108,21.1,20.4,42.5,51.3,25,33.7,25.7,36.6
Mississippi Valley St.,30,3_15,4_27,89.2,119,18.2,17.6,42.2,55.5,29.4,34.1,22.9,36.1
Kennesaw St.,29,0_16,1_28,82.2,112.3,21.7,18.5,40.2,55,24.8,37.1,32.5,30.4
Chicago St.,26,0_14,4_25,85.6,120.4,26.5,16,45.4,55.3,30.4,40.6,42.2,42.5
