Name_LowerRank,GamesPlayed_LowerRank,ConfRecord_LowerRank,TotalRecord_LowerRank,OffEff_LowerRank,DefEff_LowerRank,Turnovers_LowerRank,ForcedTurnovers_LowerRank,2PFGOff_LowerRank,2PFGDef_LowerRank,3PFGOff_LowerRank,3PFGDef_LowerRank,FTOff_LowerRank,FTDef_LowerRank,Rank_LowerRank,Name_HigherRank,GamesPlayed_HigherRank,ConfRecord_HigherRank,TotalRecord_HigherRank,OffEff_HigherRank,DefEff_HigherRank,Turnovers_HigherRank,ForcedTurnovers_HigherRank,2PFGOff_HigherRank,2PFGDef_HigherRank,3PFGOff_HigherRank,3PFGDef_HigherRank,FTOff_HigherRank,FTDef_HigherRank,Rank_HigherRank,Results_HigherRank,Differntial,Score,PlusMinus_HigherRank
College of Charleston,34,14_4,25_10,104.6,99.5,15.9,18.6,49.1,48.9,33.2,31.1,42.7,31.9,107,Colorado St.,34,13_5,24_12,108.3,100.2,16.1,16.9,46.6,46.6,34.1,31.4,38.2,31.8,84,W,7, 81_74 ,5.7
College of Charleston,34,14_4,25_10,104.6,99.5,15.9,18.6,49.1,48.9,33.2,31.1,42.7,31.9,107,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,L,-13, 60_47 ,-5.6
Mississippi St.,32,6_12,16_16,104.1,98.3,19.0,19.7,50.4,48.6,34.7,31.5,33.9,37.9,102,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,L,-12, 80_68 ,-7.7
Western Michigan,31,11_7,16_16,105.2,105.1,17.6,18.3,48.2,53.9,38.3,36.1,35.0,34.2,165,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,W,21, 91_70 ,7.3
Presbyterian,28,1_17,5_25,87.2,118.2,23.3,16.9,43.2,53.3,33.6,39.6,27.7,36.7,350,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,W,26, 82_56 ,15.8
Evansville,31,6_12,16_17,105.9,102.2,17.9,18.5,47.2,47.9,36.9,34.9,45.8,40.9,119,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,L,-5, 72_67 ,-1.6
Loyola Marymount,29,8_10,15_15,101.6,102.2,19.0,21.5,48.9,51.1,35.2,36.1,30.9,43.3,173,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,W,1, 80_79 ,2
Idaho St.,30,3_15,6_26,97.6,114.3,19.3,18.2,48.2,54.3,35.6,39.9,38.1,34.2,327,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,W,23, 82_59 ,7.9
Cal St. Northridge,28,7_9,11_19,103.3,114.4,17.9,17.8,49.4,49.6,33.7,38.4,45.0,41.7,284,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,W,17, 79_62 ,18.5
Utah St.,30,7_11,15_17,105.7,103.2,18.2,15.8,50.0,47.7,38.0,34.5,35.1,33.7,137,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,W,3, 83_80 ,2.5
UNLV,32,4_14,11_21,97.4,104.1,18.0,16.5,43.5,48.9,32.0,37.8,37.5,28.6,238,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,W,18, 77_59 ,18.6
Fresno St.,31,11_7,20_13,103.5,96.8,18.8,20.6,49.5,47.2,35.6,33.6,40.5,46.2,91,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,L,-9, 89_80 ,-16.3
New Mexico,31,10_8,17_14,105.2,100.7,18.4,19.0,50.7,47.5,32.7,36.9,46.0,37.7,111,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,L,-11, 81_70 ,-9.8
San Jose St.,28,7_11,14_16,99.7,104.0,18.2,18.9,47.7,52.0,33.7,34.3,36.1,40.3,215,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,W,10, 75_65 ,9.2
Wyoming,36,8_10,23_15,104.4,101.4,17.7,16.2,50.7,45.7,35.1,31.4,37.5,39.4,129,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,W,15, 80_65 ,11.1
Utah St.,30,7_11,15_17,105.7,103.2,18.2,15.8,50.0,47.7,38.0,34.5,35.1,33.7,137,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,W,2, 72_70 ,3
Air Force,31,4_14,12_21,103.1,107.3,17.9,17.5,47.0,54.4,36.2,36.6,37.4,32.6,211,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,W,10, 76_66 ,5.9
New Mexico,31,10_8,17_14,105.2,100.7,18.4,19.0,50.7,47.5,32.7,36.9,46.0,37.7,111,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,L,-5, 78_73 ,-7.6
Wyoming,36,8_10,23_15,104.4,101.4,17.7,16.2,50.7,45.7,35.1,31.4,37.5,39.4,129,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,W,4, 91_87 ,3.7
San Jose St.,28,7_11,14_16,99.7,104.0,18.2,18.9,47.7,52.0,33.7,34.3,36.1,40.3,215,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,W,7, 85_78 ,6.5
Fresno St.,31,11_7,20_13,103.5,96.8,18.8,20.6,49.5,47.2,35.6,33.6,40.5,46.2,91,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,L,-7, 74_67 ,-6.1
Air Force,31,4_14,12_21,103.1,107.3,17.9,17.5,47.0,54.4,36.2,36.6,37.4,32.6,211,Boise St.,31,12_6,20_12,109.1,101.4,17.9,16.6,51.5,47.1,34.8,34.2,40.5,41.9,85,W,28, 98_70 ,15.4
Wagner,29,11_7,16_14,99.8,107.6,21.4,18.5,47.1,46.0,32.5,33.5,34.7,38.9,254,Connecticut,32,9_9,16_17,105.6,98.3,18.7,16.1,46.1,43.0,35.4,33.0,34.5,32.0,86,L,-9, 67_58 ,-4.9
Northeastern,31,8_10,15_16,105.2,106.5,18.5,17.0,52.4,50.7,36.7,36.4,37.8,31.0,182,Connecticut,32,9_9,16_17,105.6,98.3,18.7,16.1,46.1,43.0,35.4,33.0,34.5,32.0,86,L,-3, 64_61 ,-3.1
Loyola Marymount,29,8_10,15_15,101.6,102.2,19.0,21.5,48.9,51.1,35.2,36.1,30.9,43.3,173,Connecticut,32,9_9,16_17,105.6,98.3,18.7,16.1,46.1,43.0,35.4,33.0,34.5,32.0,86,W,3, 65_62 ,0.2
Boston University,31,12_6,18_14,100.9,102.9,20.2,20.7,50.0,47.5,35.3,36.5,33.4,37.2,192,Connecticut,32,9_9,16_17,105.6,98.3,18.7,16.1,46.1,43.0,35.4,33.0,34.5,32.0,86,W,2, 51_49 ,2.3
North Florida,30,8_6,15_19,100.7,108.6,22.2,16.7,50.7,51.6,34.7,36.6,34.9,35.0,252,Connecticut,32,9_9,16_17,105.6,98.3,18.7,16.1,46.1,43.0,35.4,33.0,34.5,32.0,86,W,21, 80_59 ,7.1
Tulsa,32,8_10,15_17,103.7,102.3,21.8,18.4,47.2,48.2,34.3,35.9,42.8,33.1,144,Connecticut,32,9_9,16_17,105.6,98.3,18.7,16.1,46.1,43.0,35.4,33.0,34.5,32.0,86,L,-2, 61_59 OT,1.2
Memphis,32,9_9,19_13,105.8,100.5,16.3,19.3,51.1,47.7,29.5,33.7,36.7,33.2,106,Connecticut,32,9_9,16_17,105.6,98.3,18.7,16.1,46.1,43.0,35.4,33.0,34.5,32.0,86,L,-9, 70_61 ,-7.7
Temple,32,7_11,16_16,107.9,102.4,16.6,18.3,47.0,47.7,35.6,34.3,26.4,32.1,104,Connecticut,32,9_9,16_17,105.6,98.3,18.7,16.1,46.1,43.0,35.4,33.0,34.5,32.0,86,W,14, 73_59 ,9.4
East Carolina,33,6_12,15_18,96.6,97.1,20.8,17.0,44.5,42.6,32.0,32.5,37.4,27.2,172,Connecticut,32,9_9,16_17,105.6,98.3,18.7,16.1,46.1,43.0,35.4,33.0,34.5,32.0,86,W,7, 72_65 ,9.3
South Florida,30,1_17,7_23,96.5,106.2,23.5,19.1,45.9,45.1,34.6,39.6,30.7,40.1,277,Connecticut,32,9_9,16_17,105.6,98.3,18.7,16.1,46.1,43.0,35.4,33.0,34.5,32.0,86,W,21, 81_60 ,5.6
Tulane,31,3_15,6_25,103.3,106.5,18.8,19.7,45.2,51.9,32.4,38.1,34.3,40.8,202,Connecticut,32,9_9,16_17,105.6,98.3,18.7,16.1,46.1,43.0,35.4,33.0,34.5,32.0,86,W,10, 78_68 ,-3.4
South Florida,30,1_17,7_23,96.5,106.2,23.5,19.1,45.9,45.1,34.6,39.6,30.7,40.1,277,Connecticut,32,9_9,16_17,105.6,98.3,18.7,16.1,46.1,43.0,35.4,33.0,34.5,32.0,86,W,46, 97_51 ,16.4
Memphis,32,9_9,19_13,105.8,100.5,16.3,19.3,51.1,47.7,29.5,33.7,36.7,33.2,106,Connecticut,32,9_9,16_17,105.6,98.3,18.7,16.1,46.1,43.0,35.4,33.0,34.5,32.0,86,W,3, 65_62 ,-6.7
Temple,32,7_11,16_16,107.9,102.4,16.6,18.3,47.0,47.7,35.6,34.3,26.4,32.1,104,Connecticut,32,9_9,16_17,105.6,98.3,18.7,16.1,46.1,43.0,35.4,33.0,34.5,32.0,86,W,1, 64_63 ,-3.6
East Carolina,33,6_12,15_18,96.6,97.1,20.8,17.0,44.5,42.6,32.0,32.5,37.4,27.2,172,Connecticut,32,9_9,16_17,105.6,98.3,18.7,16.1,46.1,43.0,35.4,33.0,34.5,32.0,86,L,-4, 66_62 ,1.3
South Florida,30,1_17,7_23,96.5,106.2,23.5,19.1,45.9,45.1,34.6,39.6,30.7,40.1,277,Connecticut,32,9_9,16_17,105.6,98.3,18.7,16.1,46.1,43.0,35.4,33.0,34.5,32.0,86,W,11, 77_66 ,5.2
VMI,28,3_15,6_24,96.7,112.4,18.9,17.9,48.2,54.2,32.0,40.7,29.5,39.7,325,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,W,3, 72_69 ,2.2
Old Dominion,31,12_6,19_12,99.7,96.3,17.5,20.1,44.5,44.0,32.4,33.6,34.1,38.6,121,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,L,-3, 64_61 ,-5.5
Robert Morris,33,9_9,14_19,91.5,99.0,21.5,23.7,43.8,50.0,31.9,29.8,41.3,42.5,260,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,W,12, 81_69 ,6.4
Hampton,29,11_5,14_17,92.0,106.6,19.6,19.9,45.0,47.5,32.2,35.6,33.4,42.7,323,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,W,13, 65_52 ,6.3
Boston College,32,2_16,9_23,104.1,101.9,20.1,17.2,49.1,53.2,37.4,35.4,29.6,39.6,138,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,W,13, 67_54 ,-1.4
UMBC,32,9_7,21_13,107.5,110.2,16.3,17.7,51.5,52.2,38.5,35.2,35.0,35.1,199,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,W,3, 78_75 ,-1.1
James Madison,32,7_11,10_23,98.4,103.4,21.4,17.6,50.3,50.6,33.3,34.6,36.1,38.5,223,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,W,20, 75_55 ,8.0
Oral Roberts,28,4_12,8_22,103.0,109.4,16.7,16.1,47.9,51.8,35.4,39.6,30.6,32.0,231,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,L,-15, 87_72 ,-3.4
Fordham,31,7_11,13_19,96.6,98.2,19.7,25.6,47.4,52.3,33.2,36.1,26.7,43.5,185,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,W,8, 80_72 ,7.3
George Washington,35,10_8,20_15,107.1,103.8,19.3,16.2,45.6,48.9,37.1,35.4,36.6,26.9,125,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,W,7, 77_70 ,10.3
St. Bonaventure,32,11_7,20_12,107.2,100.4,17.6,20.9,48.5,48.1,34.8,35.3,42.4,41.5,93,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,W,17, 78_61 ,-1.1
Saint Joseph's,31,4_14,11_20,101.6,102.6,17.0,18.0,45.7,50.3,32.4,34.9,40.1,32.5,177,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,W,4, 70_66 ,4.2
George Mason,33,9_9,20_14,106.1,103.7,18.7,14.2,48.5,48.4,34.2,32.7,39.7,27.7,136,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,L,-5, 82_77 ,-10.8
Duquesne,32,3_15,10_22,101.6,106.1,20.0,17.6,48.3,47.9,33.4,35.9,37.1,33.3,214,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,W,11, 101_90 ,2.6
George Washington,35,10_8,20_15,107.1,103.8,19.3,16.2,45.6,48.9,37.1,35.4,36.6,26.9,125,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,W,9, 84_75 ,8.2
La Salle,30,9_9,15_15,109.1,107.0,18.6,17.7,52.4,51.3,36.4,39.4,38.3,33.1,141,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,W,12, 64_52 ,5.0
George Mason,33,9_9,20_14,106.1,103.7,18.7,14.2,48.5,48.4,34.2,32.7,39.7,27.7,136,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,L,-23, 93_70 ,-6.0
Fordham,31,7_11,13_19,96.6,98.2,19.7,25.6,47.4,52.3,33.2,36.1,26.7,43.5,185,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,W,22, 70_48 ,10.5
Massachusetts,33,4_14,15_18,99.6,99.5,20.3,19.6,53.3,44.5,29.7,34.5,34.6,44.5,166,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,W,11, 75_64 ,1.9
Saint Louis,33,6_12,12_21,95.5,103.2,20.3,16.9,44.3,48.9,34.2,35.6,34.4,38.5,259,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,W,10, 72_62 ,4.8
George Washington,35,10_8,20_15,107.1,103.8,19.3,16.2,45.6,48.9,37.1,35.4,36.6,26.9,125,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,W,3, 70_67 ,1.8
Oakland,32,14_4,25_9,103.8,99.2,18.4,18.9,51.9,45.3,33.3,32.2,37.7,28.5,109,Richmond,35,13_5,22_13,110.0,102.5,16.2,20.0,55.6,50.9,34.2,32.1,31.6,34.6,87,W,4, 87_83 ,1.4
Drexel,31,3_15,9_23,101.9,108.8,18.5,17.4,48.5,52.6,34.9,36.0,31.6,39.9,239,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,13, 78_65 ,11.0
Cornell,28,4_10,8_21,98.9,107.4,20.1,15.5,53.6,51.1,33.3,35.6,29.5,31.8,266,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,15, 76_61 ,12.8
South Carolina St.,29,7_9,11_20,98.0,118.7,18.0,17.6,47.1,55.7,32.0,34.4,30.4,39.1,338,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,24, 86_62 ,13.6
Holy Cross,32,9_9,15_17,97.4,102.3,17.8,25.7,49.3,54.9,34.5,34.3,34.4,30.4,222,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,3, 80_77 ,-0.1
Quinnipiac,31,7_13,10_21,100.7,112.7,19.2,16.8,47.4,50.5,32.6,38.0,33.0,38.2,299,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,19, 91_72 ,11.4
Canisius,34,10_10,18_16,106.9,109.5,18.2,20.8,51.4,56.0,37.1,34.3,30.9,33.8,198,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,6, 94_88 ,2.0
Wagner,29,11_7,16_14,99.8,107.6,21.4,18.5,47.1,46.0,32.5,33.5,34.7,38.9,254,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,10, 81_71 ,0.5
Army,31,6_12,13_19,97.1,104.3,20.6,17.3,50.7,50.1,35.1,33.8,28.0,33.7,246,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,10, 81_71 ,9.9
Memphis,32,9_9,19_13,105.8,100.5,16.3,19.3,51.1,47.7,29.5,33.7,36.7,33.2,106,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,3, 82_79 ,-3.1
Rider,33,10_10,18_15,99.9,104.5,19.6,18.1,48.7,48.0,33.2,33.7,37.0,35.9,218,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,L,-3, 93_90 OT,-3.2
Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,L,-10, 71_61 ,-5.3
Iona,35,12_8,22_13,109.3,106.0,16.5,18.0,49.3,47.7,39.7,36.1,31.0,33.4,127,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,18, 92_74 ,11.1
Marist,32,5_15,8_24,100.8,112.6,18.4,15.7,49.9,50.5,33.3,37.7,37.9,37.0,296,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,7, 71_64 ,1.6
Niagara,33,6_14,10_23,99.4,109.1,17.9,16.0,44.0,48.1,36.6,36.6,33.6,30.8,275,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,7, 90_83 ,3.8
Canisius,34,10_10,18_16,106.9,109.5,18.2,20.8,51.4,56.0,37.1,34.3,30.9,33.8,198,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,4, 76_72 ,5.7
Manhattan,32,5_15,10_22,95.7,107.1,22.6,20.0,46.3,48.1,32.9,39.2,41.0,53.4,298,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,11, 82_71 ,2.4
Fairfield,31,11_9,16_15,98.0,102.2,18.6,17.5,52.0,49.4,33.5,33.1,27.2,32.0,212,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,42, 91_49 ,17.6
Quinnipiac,31,7_13,10_21,100.7,112.7,19.2,16.8,47.4,50.5,32.6,38.0,33.0,38.2,299,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,19, 95_76 ,7.9
Marist,32,5_15,8_24,100.8,112.6,18.4,15.7,49.9,50.5,33.3,37.7,37.9,37.0,296,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,12, 83_71 ,-0.4
Saint Peter's,36,14_6,23_13,102.2,95.5,17.3,20.9,47.3,48.4,38.1,31.9,33.1,29.2,90,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,1, 71_70 OT,1.4
Rider,33,10_10,18_15,99.9,104.5,19.6,18.1,48.7,48.0,33.2,33.7,37.0,35.9,218,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,5, 74_69 ,2.6
Manhattan,32,5_15,10_22,95.7,107.1,22.6,20.0,46.3,48.1,32.9,39.2,41.0,53.4,298,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,4, 62_58 ,-1.3
Siena,34,12_8,17_17,105.2,106.1,19.7,17.2,50.2,50.0,32.7,33.9,40.0,35.5,174,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,20, 102_82 ,6.2
Niagara,33,6_14,10_23,99.4,109.1,17.9,16.0,44.0,48.1,36.6,36.6,33.6,30.8,275,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,18, 93_75 ,11.3
Fairfield,31,11_9,16_15,98.0,102.2,18.6,17.5,52.0,49.4,33.5,33.1,27.2,32.0,212,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,20, 82_62 ,9.9
Siena,34,12_8,17_17,105.2,106.1,19.7,17.2,50.2,50.0,32.7,33.9,40.0,35.5,174,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,4, 77_73 ,2.6
Iona,35,12_8,22_13,109.3,106.0,16.5,18.0,49.3,47.7,39.7,36.1,31.0,33.4,127,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,6, 79_73 ,1.9
Niagara,33,6_14,10_23,99.4,109.1,17.9,16.0,44.0,48.1,36.6,36.6,33.6,30.8,275,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,W,25, 84_59 ,10.0
Siena,34,12_8,17_17,105.2,106.1,19.7,17.2,50.2,50.0,32.7,33.9,40.0,35.5,174,Monmouth,34,18_2,27_7,106.7,99.5,16.7,19.5,47.6,45.1,37.3,33.4,37.3,35.7,88,L,-4, 89_85 ,3.9
Illinois Chicago,34,7_11,17_19,100.4,106.7,22.3,16.6,47.6,45.7,37.0,36.0,38.4,32.2,233,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,W,2, 82_80 ,7.7
UC Santa Barbara,27,4_12,6_22,92.0,106.2,18.3,17.6,41.7,53.2,28.5,34.4,28.8,32.3,321,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,W,12, 75_63 ,0.4
Troy,35,10_8,22_15,108.8,106.6,17.8,17.6,50.9,49.5,35.1,34.1,40.1,32.8,139,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,W,12, 79_67 ,3.3
Sacramento St.,29,9_9,13_18,100.1,111.4,16.8,15.8,51.1,49.5,31.0,38.5,37.3,33.1,288,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,W,18, 77_59 ,11.9
Eastern Washington,32,13_5,22_12,108.6,110.0,17.1,14.5,53.7,48.2,36.8,37.7,34.8,36.9,183,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,L,-6, 96_90 ,5.6
Alcorn St.,29,13_5,18_14,94.1,106.7,20.4,18.6,47.9,48.3,32.0,30.2,32.8,39.8,309,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,W,13, 78_65 ,10.3
Lamar,30,10_8,19_15,102.4,108.2,19.5,21.0,49.3,53.1,35.8,32.9,40.3,42.2,225,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,W,19, 82_63 ,9.2
Portland St.,28,7_11,15_16,102.9,110.8,16.1,22.2,53.9,56.2,33.4,37.2,38.1,36.8,251,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,L,-4, 82_78 ,4.8
Abilene Christian,25,7_11,13_16,97.5,107.5,21.0,21.4,50.7,52.1,37.1,36.1,34.7,44.3,281,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,W,35, 86_51 ,17.1
San Diego,30,6_12,13_18,98.5,107.5,18.7,15.1,45.0,50.9,34.7,36.3,35.5,36.5,269,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,W,6, 80_74 ,15
Santa Clara,32,10_8,17_16,105.8,101.4,15.9,19.0,47.9,49.3,38.3,38.0,24.0,35.2,112,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,L,-14, 72_58 ,-7.9
Pacific,32,4_14,11_22,98.8,105.5,17.0,16.5,42.9,51.8,32.5,35.7,34.6,40.9,236,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,W,21, 72_51 ,17.6
Portland,31,2_16,11_22,97.5,106.7,19.2,16.8,43.2,49.2,37.0,36.3,37.6,30.5,272,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,W,25, 75_50 ,9.2
San Diego,30,6_12,13_18,98.5,107.5,18.7,15.1,45.0,50.9,34.7,36.3,35.5,36.5,269,San Francisco,32,10_8,20_13,102.0,95.2,18.3,19.4,52.5,46.4,34.7,33.8,27.2,33.9,89,W,17, 60_43 ,10.1
