Name_LowerRank,GamesPlayed_LowerRank,ConfRecord_LowerRank,TotalRecord_LowerRank,OffEff_LowerRank,DefEff_LowerRank,Turnovers_LowerRank,ForcedTurnovers_LowerRank,2PFGOff_LowerRank,2PFGDef_LowerRank,3PFGOff_LowerRank,3PFGDef_LowerRank,FTOff_LowerRank,FTDef_LowerRank,Rank_LowerRank,Name_HigherRank,GamesPlayed_HigherRank,ConfRecord_HigherRank,TotalRecord_HigherRank,OffEff_HigherRank,DefEff_HigherRank,Turnovers_HigherRank,ForcedTurnovers_HigherRank,2PFGOff_HigherRank,2PFGDef_HigherRank,3PFGOff_HigherRank,3PFGDef_HigherRank,FTOff_HigherRank,FTDef_HigherRank,Rank_HigherRank,Results_HigherRank,Differntial,Score,PlusMinus_HigherRank
Bethune Cookman,30,6_10,10_22,95.2,113.9,17.7,19.6,45.9,54.7,32.3,33.6,28.2,40.0,335,Kennesaw St.,30,7_7,14_18,100.9,109.3,18.9,17.5,47.7,52.8,41.2,37.3,30.6,36.2,262,L,-3, 75_72 ,-6.2
Alabama St.,30,6_12,8_23,90.2,114.1,22.0,18.0,44.4,49.7,29.4,34.5,34.6,42.6,344,Kennesaw St.,30,7_7,14_18,100.9,109.3,18.9,17.5,47.7,52.8,41.2,37.3,30.6,36.2,262,W,7, 79_72 ,3.5
South Florida,30,1_17,7_23,96.5,106.2,23.5,19.1,45.9,45.1,34.6,39.6,30.7,40.1,277,Kennesaw St.,30,7_7,14_18,100.9,109.3,18.9,17.5,47.7,52.8,41.2,37.3,30.6,36.2,262,L,-2, 71_69 ,-9.7
Florida A&M,28,5_11,7_23,92.3,116.7,18.5,18.9,44.7,52.5,33.9,36.1,37.6,33.9,343,Kennesaw St.,30,7_7,14_18,100.9,109.3,18.9,17.5,47.7,52.8,41.2,37.3,30.6,36.2,262,W,2, 76_74 ,4.6
North Carolina A&T,30,1_15,3_29,95.2,124.0,21.7,14.3,47.3,50.1,32.2,38.3,33.4,38.9,348,Kennesaw St.,30,7_7,14_18,100.9,109.3,18.9,17.5,47.7,52.8,41.2,37.3,30.6,36.2,262,W,8, 68_60 ,-0.1
Stetson,29,3_11,11_21,99.3,114.2,14.9,15.1,49.9,52.6,33.4,35.6,32.6,32.2,316,Kennesaw St.,30,7_7,14_18,100.9,109.3,18.9,17.5,47.7,52.8,41.2,37.3,30.6,36.2,262,W,19, 84_65 ,16.8
Jacksonville,29,5_9,17_16,100.3,111.2,18.5,20.9,50.4,56.5,38.8,37.8,34.6,36.8,285,Kennesaw St.,30,7_7,14_18,100.9,109.3,18.9,17.5,47.7,52.8,41.2,37.3,30.6,36.2,262,W,10, 81_71 ,9.5
NJIT,29,3_11,11_20,98.0,109.3,19.7,18.4,47.7,53.7,33.4,38.4,33.3,36.3,292,Kennesaw St.,30,7_7,14_18,100.9,109.3,18.9,17.5,47.7,52.8,41.2,37.3,30.6,36.2,262,W,6, 71_65 ,-4.2
USC Upstate,29,7_7,17_16,102.1,111.5,17.9,14.5,52.8,51.2,34.6,33.2,31.9,29.9,270,Kennesaw St.,30,7_7,14_18,100.9,109.3,18.9,17.5,47.7,52.8,41.2,37.3,30.6,36.2,262,L,-6, 79_73 ,1.6
NJIT,29,3_11,11_20,98.0,109.3,19.7,18.4,47.7,53.7,33.4,38.4,33.3,36.3,292,Kennesaw St.,30,7_7,14_18,100.9,109.3,18.9,17.5,47.7,52.8,41.2,37.3,30.6,36.2,262,W,1, 54_53 ,-3.2
USC Upstate,29,7_7,17_16,102.1,111.5,17.9,14.5,52.8,51.2,34.6,33.2,31.9,29.9,270,Kennesaw St.,30,7_7,14_18,100.9,109.3,18.9,17.5,47.7,52.8,41.2,37.3,30.6,36.2,262,W,5, 84_79 ,4.7
Stetson,29,3_11,11_21,99.3,114.2,14.9,15.1,49.9,52.6,33.4,35.6,32.6,32.2,316,Kennesaw St.,30,7_7,14_18,100.9,109.3,18.9,17.5,47.7,52.8,41.2,37.3,30.6,36.2,262,W,7, 92_85 ,5.7
Jacksonville,29,5_9,17_16,100.3,111.2,18.5,20.9,50.4,56.5,38.8,37.8,34.6,36.8,285,Kennesaw St.,30,7_7,14_18,100.9,109.3,18.9,17.5,47.7,52.8,41.2,37.3,30.6,36.2,262,L,-1, 79_78 ,-0.9
USC Upstate,29,7_7,17_16,102.1,111.5,17.9,14.5,52.8,51.2,34.6,33.2,31.9,29.9,270,Kennesaw St.,30,7_7,14_18,100.9,109.3,18.9,17.5,47.7,52.8,41.2,37.3,30.6,36.2,262,W,2, 80_78 ,0.8
Idaho St.,30,3_15,6_26,97.6,114.3,19.3,18.2,48.2,54.3,35.6,39.9,38.1,34.2,327,Eastern Kentucky,29,5_11,12_19,98.2,106.4,19.8,19.2,50.1,49.8,32.3,36.2,37.4,40.5,263,W,9, 91_82 OT,-2.3
Jacksonville,29,5_9,17_16,100.3,111.2,18.5,20.9,50.4,56.5,38.8,37.8,34.6,36.8,285,Eastern Kentucky,29,5_11,12_19,98.2,106.4,19.8,19.2,50.1,49.8,32.3,36.2,37.4,40.5,263,W,4, 80_76 ,-1.8
Norfolk St.,32,12_4,17_17,93.5,105.3,20.5,16.7,46.1,45.4,33.2,34.7,38.0,38.4,305,Eastern Kentucky,29,5_11,12_19,98.2,106.4,19.8,19.2,50.1,49.8,32.3,36.2,37.4,40.5,263,L,-7, 87_80 OT,-2.4
Manhattan,32,5_15,10_22,95.7,107.1,22.6,20.0,46.3,48.1,32.9,39.2,41.0,53.4,298,Eastern Kentucky,29,5_11,12_19,98.2,106.4,19.8,19.2,50.1,49.8,32.3,36.2,37.4,40.5,263,L,-27, 81_54 ,-3.8
SIU Edwardsville,28,1_15,6_24,94.6,108.7,20.3,18.3,45.5,54.0,29.2,33.2,45.7,44.9,315,Eastern Kentucky,29,5_11,12_19,98.2,106.4,19.8,19.2,50.1,49.8,32.3,36.2,37.4,40.5,263,W,17, 78_61 ,4.5
Tennessee Tech,30,8_8,12_20,97.6,107.0,19.2,20.4,47.7,51.1,32.5,34.7,38.5,39.7,274,Eastern Kentucky,29,5_11,12_19,98.2,106.4,19.8,19.2,50.1,49.8,32.3,36.2,37.4,40.5,263,W,13, 79_66 ,0
Austin Peay,28,7_9,11_19,104.5,116.9,17.3,17.6,52.2,56.9,35.2,37.0,41.0,29.5,297,Eastern Kentucky,29,5_11,12_19,98.2,106.4,19.8,19.2,50.1,49.8,32.3,36.2,37.4,40.5,263,L,-2, 83_81 OT,-1.6
Tennessee Tech,30,8_8,12_20,97.6,107.0,19.2,20.4,47.7,51.1,32.5,34.7,38.5,39.7,274,Eastern Kentucky,29,5_11,12_19,98.2,106.4,19.8,19.2,50.1,49.8,32.3,36.2,37.4,40.5,263,W,4, 75_71 ,5.2
Prairie View A&M,31,10_8,13_20,96.9,111.2,18.8,21.7,46.4,52.2,34.9,36.2,35.4,49.5,314,Oregon St.,31,1_17,5_27,96.1,104.2,23.0,17.5,46.3,50.0,34.6,35.7,34.3,39.6,264,W,20, 78_58 ,9.6
Savannah St.,27,10_6,13_16,99.0,113.9,17.8,19.3,52.0,55.9,31.8,32.6,32.3,31.7,317,Oregon St.,31,1_17,5_27,96.1,104.2,23.0,17.5,46.3,50.0,34.6,35.7,34.3,39.6,264,L,-3, 93_90 OT,-2.2
Portland,31,2_16,11_22,97.5,106.7,19.2,16.8,43.2,49.2,37.0,36.3,37.6,30.5,272,Oregon St.,31,1_17,5_27,96.1,104.2,23.0,17.5,46.3,50.0,34.6,35.7,34.3,39.6,264,L,-8, 53_45 ,-3.6
Sacred Heart,32,8_10,13_19,97.2,108.4,22.0,19.5,49.2,50.5,33.5,37.9,35.0,33.3,291,Northern Colorado,27,7_11,11_18,97.2,105.4,20.3,18.2,50.6,52.0,34.3,35.0,34.4,34.5,265,W,22, 81_59 ,3
UC Riverside,27,5_11,8_21,93.1,104.7,19.9,19.1,44.9,47.9,31.6,35.1,30.0,34.1,304,Northern Colorado,27,7_11,11_18,97.2,105.4,20.3,18.2,50.6,52.0,34.3,35.0,34.4,34.5,265,W,16, 77_61 ,6
Sacramento St.,29,9_9,13_18,100.1,111.4,16.8,15.8,51.1,49.5,31.0,38.5,37.3,33.1,288,Northern Colorado,27,7_11,11_18,97.2,105.4,20.3,18.2,50.6,52.0,34.3,35.0,34.4,34.5,265,W,16, 69_53 ,14
Southern Utah,31,3_15,6_27,100.5,118.5,18.4,16.7,43.0,54.2,36.3,40.2,40.3,51.3,329,Northern Colorado,27,7_11,11_18,97.2,105.4,20.3,18.2,50.6,52.0,34.3,35.0,34.4,34.5,265,L,-2, 78_76 ,2.1
Northern Arizona,31,6_12,9_23,94.4,109.4,20.4,16.7,46.1,54.2,31.7,33.9,33.2,32.8,322,Northern Colorado,27,7_11,11_18,97.2,105.4,20.3,18.2,50.6,52.0,34.3,35.0,34.4,34.5,265,W,4, 83_79 ,9
Idaho St.,30,3_15,6_26,97.6,114.3,19.3,18.2,48.2,54.3,35.6,39.9,38.1,34.2,327,Northern Colorado,27,7_11,11_18,97.2,105.4,20.3,18.2,50.6,52.0,34.3,35.0,34.4,34.5,265,L,-4, 73_69 ,6.9
Northern Arizona,31,6_12,9_23,94.4,109.4,20.4,16.7,46.1,54.2,31.7,33.9,33.2,32.8,322,Northern Colorado,27,7_11,11_18,97.2,105.4,20.3,18.2,50.6,52.0,34.3,35.0,34.4,34.5,265,L,-13, 63_50 ,-4.3
Southern Utah,31,3_15,6_27,100.5,118.5,18.4,16.7,43.0,54.2,36.3,40.2,40.3,51.3,329,Northern Colorado,27,7_11,11_18,97.2,105.4,20.3,18.2,50.6,52.0,34.3,35.0,34.4,34.5,265,W,18, 89_71 ,9.8
Idaho St.,30,3_15,6_26,97.6,114.3,19.3,18.2,48.2,54.3,35.6,39.9,38.1,34.2,327,Northern Colorado,27,7_11,11_18,97.2,105.4,20.3,18.2,50.6,52.0,34.3,35.0,34.4,34.5,265,W,6, 87_81 ,9.7
Sacramento St.,29,9_9,13_18,100.1,111.4,16.8,15.8,51.1,49.5,31.0,38.5,37.3,33.1,288,Northern Colorado,27,7_11,11_18,97.2,105.4,20.3,18.2,50.6,52.0,34.3,35.0,34.4,34.5,265,W,3, 70_67 ,-0.2
Binghamton,29,3_13,12_20,94.8,109.5,18.6,17.1,47.1,51.3,34.4,35.7,30.8,32.2,320,Cornell,28,4_10,8_21,98.9,107.4,20.1,15.5,53.6,51.1,33.3,35.6,29.5,31.8,266,L,-6, 68_62 ,-2
Colgate,31,8_10,10_22,97.2,107.5,22.0,17.3,49.4,50.0,36.1,37.6,33.4,38.6,283,Cornell,28,4_10,8_21,98.9,107.4,20.1,15.5,53.6,51.1,33.3,35.6,29.5,31.8,266,L,-4, 67_63 ,-0.1
Lafayette,29,5_13,9_21,95.2,111.9,20.7,18.2,49.2,52.2,32.6,38.4,29.4,30.4,328,Cornell,28,4_10,8_21,98.9,107.4,20.1,15.5,53.6,51.1,33.3,35.6,29.5,31.8,266,W,7, 82_75 ,11.2
UMass Lowell,30,5_11,11_20,102.9,115.4,20.8,17.8,53.1,52.3,38.4,37.0,31.5,38.1,301,Cornell,28,4_10,8_21,98.9,107.4,20.1,15.5,53.6,51.1,33.3,35.6,29.5,31.8,266,L,-2, 98_96 OT,0
Dartmouth,27,4_10,7_20,98.8,111.4,21.7,15.8,48.1,53.7,35.2,35.1,33.8,30.7,306,Cornell,28,4_10,8_21,98.9,107.4,20.1,15.5,53.6,51.1,33.3,35.6,29.5,31.8,266,W,13, 75_62 ,7.3
Brown,28,4_10,13_17,102.5,113.1,19.6,21.2,49.0,58.6,35.6,37.4,44.5,39.1,282,Cornell,28,4_10,8_21,98.9,107.4,20.1,15.5,53.6,51.1,33.3,35.6,29.5,31.8,266,L,-11, 81_70 ,-5.6
Dartmouth,27,4_10,7_20,98.8,111.4,21.7,15.8,48.1,53.7,35.2,35.1,33.8,30.7,306,Cornell,28,4_10,8_21,98.9,107.4,20.1,15.5,53.6,51.1,33.3,35.6,29.5,31.8,266,W,4, 69_65 ,0.4
Brown,28,4_10,13_17,102.5,113.1,19.6,21.2,49.0,58.6,35.6,37.4,44.5,39.1,282,Cornell,28,4_10,8_21,98.9,107.4,20.1,15.5,53.6,51.1,33.3,35.6,29.5,31.8,266,W,14, 92_78 ,12.4
Jacksonville,29,5_9,17_16,100.3,111.2,18.5,20.9,50.4,56.5,38.8,37.8,34.6,36.8,285,Milwaukee,34,4_14,11_24,98.9,107.8,18.1,17.5,49.8,54.2,34.9,35.7,27.4,32.3,267,W,5, 72_67 ,4.4
Western Illinois,26,5_11,8_20,96.7,107.9,18.4,13.8,45.1,46.2,38.7,41.5,29.0,40.7,293,Milwaukee,34,4_14,11_24,98.9,107.8,18.1,17.5,49.8,54.2,34.9,35.7,27.4,32.3,267,L,-16, 75_59 ,-13.6
Youngstown St.,32,5_13,13_21,101.0,112.8,16.0,16.4,49.0,53.5,32.8,34.6,25.9,29.1,294,Milwaukee,34,4_14,11_24,98.9,107.8,18.1,17.5,49.8,54.2,34.9,35.7,27.4,32.3,267,L,-1, 88_87 2OT,-0.6
Youngstown St.,32,5_13,13_21,101.0,112.8,16.0,16.4,49.0,53.5,32.8,34.6,25.9,29.1,294,Milwaukee,34,4_14,11_24,98.9,107.8,18.1,17.5,49.8,54.2,34.9,35.7,27.4,32.3,267,W,9, 94_85 OT,0.4
Detroit,30,6_12,8_23,102.1,113.6,19.5,19.4,48.4,57.3,37.0,37.6,38.1,48.4,287,Milwaukee,34,4_14,11_24,98.9,107.8,18.1,17.5,49.8,54.2,34.9,35.7,27.4,32.3,267,W,4, 73_69 OT,1.5
Detroit,30,6_12,8_23,102.1,113.6,19.5,19.4,48.4,57.3,37.0,37.6,38.1,48.4,287,Milwaukee,34,4_14,11_24,98.9,107.8,18.1,17.5,49.8,54.2,34.9,35.7,27.4,32.3,267,L,-7, 81_74 ,-1.6
Detroit,30,6_12,8_23,102.1,113.6,19.5,19.4,48.4,57.3,37.0,37.6,38.1,48.4,287,Milwaukee,34,4_14,11_24,98.9,107.8,18.1,17.5,49.8,54.2,34.9,35.7,27.4,32.3,267,W,25, 85_60 ,10.1
Stetson,29,3_11,11_21,99.3,114.2,14.9,15.1,49.9,52.6,33.4,35.6,32.6,32.2,316,FIU,29,3_15,7_24,102.5,111.8,19.2,16.8,50.2,52.6,32.4,36.3,28.5,36.7,268,L,-15, 82_67 ,-9
Jacksonville,29,5_9,17_16,100.3,111.2,18.5,20.9,50.4,56.5,38.8,37.8,34.6,36.8,285,FIU,29,3_15,7_24,102.5,111.8,19.2,16.8,50.2,52.6,32.4,36.3,28.5,36.7,268,L,-3, 78_75 OT,-2.5
Youngstown St.,32,5_13,13_21,101.0,112.8,16.0,16.4,49.0,53.5,32.8,34.6,25.9,29.1,294,FIU,29,3_15,7_24,102.5,111.8,19.2,16.8,50.2,52.6,32.4,36.3,28.5,36.7,268,L,-5, 78_73 ,0.9
Binghamton,29,3_13,12_20,94.8,109.5,18.6,17.1,47.1,51.3,34.4,35.7,30.8,32.2,320,FIU,29,3_15,7_24,102.5,111.8,19.2,16.8,50.2,52.6,32.4,36.3,28.5,36.7,268,W,17, 74_57 ,10.2
Florida Atlantic,28,6_12,10_20,97.7,107.5,16.6,17.7,45.5,49.2,31.4,37.0,30.4,35.9,279,FIU,29,3_15,7_24,102.5,111.8,19.2,16.8,50.2,52.6,32.4,36.3,28.5,36.7,268,L,-9, 73_64 ,-7.9
Florida Atlantic,28,6_12,10_20,97.7,107.5,16.6,17.7,45.5,49.2,31.4,37.0,30.4,35.9,279,FIU,29,3_15,7_24,102.5,111.8,19.2,16.8,50.2,52.6,32.4,36.3,28.5,36.7,268,L,-18, 83_65 ,-3.5
North Texas,28,2_16,8_22,95.9,109.6,18.4,17.8,47.3,49.6,31.7,34.6,34.9,35.0,313,FIU,29,3_15,7_24,102.5,111.8,19.2,16.8,50.2,52.6,32.4,36.3,28.5,36.7,268,W,19, 90_71 ,11
Southern Miss,29,6_12,9_22,92.4,109.2,18.1,16.6,45.4,49.4,29.6,37.4,29.3,33.9,331,FIU,29,3_15,7_24,102.5,111.8,19.2,16.8,50.2,52.6,32.4,36.3,28.5,36.7,268,L,-3, 69_66 OT,2.8
Nicholls St.,27,7_11,14_17,100.3,112.4,20.4,20.4,49.0,51.7,33.5,41.7,35.8,33.5,300,San Diego,30,6_12,13_18,98.5,107.5,18.7,15.1,45.0,50.9,34.7,36.3,35.5,36.5,269,W,9, 81_72 ,1.2
Bethune Cookman,30,6_10,10_22,95.2,113.9,17.7,19.6,45.9,54.7,32.3,33.6,28.2,40.0,335,San Diego,30,6_12,13_18,98.5,107.5,18.7,15.1,45.0,50.9,34.7,36.3,35.5,36.5,269,W,5, 96_91 3OT,5.5
Northern Arizona,31,6_12,9_23,94.4,109.4,20.4,16.7,46.1,54.2,31.7,33.9,33.2,32.8,322,San Diego,30,6_12,13_18,98.5,107.5,18.7,15.1,45.0,50.9,34.7,36.3,35.5,36.5,269,W,15, 80_65 ,7.8
UC Santa Barbara,27,4_12,6_22,92.0,106.2,18.3,17.6,41.7,53.2,28.5,34.4,28.8,32.3,321,San Diego,30,6_12,13_18,98.5,107.5,18.7,15.1,45.0,50.9,34.7,36.3,35.5,36.5,269,W,9, 77_68 ,2.1
North Texas,28,2_16,8_22,95.9,109.6,18.4,17.8,47.3,49.6,31.7,34.6,34.9,35.0,313,San Diego,30,6_12,13_18,98.5,107.5,18.7,15.1,45.0,50.9,34.7,36.3,35.5,36.5,269,W,1, 69_68 ,8.2
Pepperdine,30,5_13,9_22,101.6,113.1,18.0,15.7,46.9,53.1,37.5,42.0,29.5,28.9,289,San Diego,30,6_12,13_18,98.5,107.5,18.7,15.1,45.0,50.9,34.7,36.3,35.5,36.5,269,W,8, 76_68 ,5.8
Portland,31,2_16,11_22,97.5,106.7,19.2,16.8,43.2,49.2,37.0,36.3,37.6,30.5,272,San Diego,30,6_12,13_18,98.5,107.5,18.7,15.1,45.0,50.9,34.7,36.3,35.5,36.5,269,W,16, 68_52 ,4.4
Pepperdine,30,5_13,9_22,101.6,113.1,18.0,15.7,46.9,53.1,37.5,42.0,29.5,28.9,289,San Diego,30,6_12,13_18,98.5,107.5,18.7,15.1,45.0,50.9,34.7,36.3,35.5,36.5,269,L,-5, 65_60 ,-5.8
Portland,31,2_16,11_22,97.5,106.7,19.2,16.8,43.2,49.2,37.0,36.3,37.6,30.5,272,San Diego,30,6_12,13_18,98.5,107.5,18.7,15.1,45.0,50.9,34.7,36.3,35.5,36.5,269,W,3, 85_82 ,6.4
Portland,31,2_16,11_22,97.5,106.7,19.2,16.8,43.2,49.2,37.0,36.3,37.6,30.5,272,San Diego,30,6_12,13_18,98.5,107.5,18.7,15.1,45.0,50.9,34.7,36.3,35.5,36.5,269,L,-5, 60_55 ,-1
Charleston Southern,28,7_11,12_19,102.2,116.1,16.2,16.8,48.0,53.2,33.3,37.3,35.0,41.6,311,USC Upstate,29,7_7,17_16,102.1,111.5,17.9,14.5,52.8,51.2,34.6,33.2,31.9,29.9,270,W,2, 79_77 ,-1
Campbell,34,7_11,19_18,99.9,109.2,18.7,17.3,50.2,49.9,35.6,34.7,36.6,38.7,271,USC Upstate,29,7_7,17_16,102.1,111.5,17.9,14.5,52.8,51.2,34.6,33.2,31.9,29.9,270,W,7, 80_73 OT,0
The Citadel,30,4_14,12_21,104.2,115.6,17.2,19.7,47.8,57.7,33.9,38.9,32.8,40.9,286,USC Upstate,29,7_7,17_16,102.1,111.5,17.9,14.5,52.8,51.2,34.6,33.2,31.9,29.9,270,L,-5, 97_92 ,-5.5
Colgate,31,8_10,10_22,97.2,107.5,22.0,17.3,49.4,50.0,36.1,37.6,33.4,38.6,283,USC Upstate,29,7_7,17_16,102.1,111.5,17.9,14.5,52.8,51.2,34.6,33.2,31.9,29.9,270,W,6, 71_65 ,0.2
Presbyterian,28,1_17,5_25,87.2,118.2,23.3,16.9,43.2,53.3,33.6,39.6,27.7,36.7,350,USC Upstate,29,7_7,17_16,102.1,111.5,17.9,14.5,52.8,51.2,34.6,33.2,31.9,29.9,270,W,28, 76_48 ,14.3
NJIT,29,3_11,11_20,98.0,109.3,19.7,18.4,47.7,53.7,33.4,38.4,33.3,36.3,292,USC Upstate,29,7_7,17_16,102.1,111.5,17.9,14.5,52.8,51.2,34.6,33.2,31.9,29.9,270,W,10, 75_65 ,6.1
Jacksonville,29,5_9,17_16,100.3,111.2,18.5,20.9,50.4,56.5,38.8,37.8,34.6,36.8,285,USC Upstate,29,7_7,17_16,102.1,111.5,17.9,14.5,52.8,51.2,34.6,33.2,31.9,29.9,270,W,7, 73_66 ,-0.8
Stetson,29,3_11,11_21,99.3,114.2,14.9,15.1,49.9,52.6,33.4,35.6,32.6,32.2,316,USC Upstate,29,7_7,17_16,102.1,111.5,17.9,14.5,52.8,51.2,34.6,33.2,31.9,29.9,270,W,11, 97_86 ,-1.1
Jacksonville,29,5_9,17_16,100.3,111.2,18.5,20.9,50.4,56.5,38.8,37.8,34.6,36.8,285,USC Upstate,29,7_7,17_16,102.1,111.5,17.9,14.5,52.8,51.2,34.6,33.2,31.9,29.9,270,W,3, 70_67 ,-1.2
Stetson,29,3_11,11_21,99.3,114.2,14.9,15.1,49.9,52.6,33.4,35.6,32.6,32.2,316,USC Upstate,29,7_7,17_16,102.1,111.5,17.9,14.5,52.8,51.2,34.6,33.2,31.9,29.9,270,L,-11, 83_72 ,-9.3
NJIT,29,3_11,11_20,98.0,109.3,19.7,18.4,47.7,53.7,33.4,38.4,33.3,36.3,292,USC Upstate,29,7_7,17_16,102.1,111.5,17.9,14.5,52.8,51.2,34.6,33.2,31.9,29.9,270,L,-1, 88_87 ,4.9
Morgan St.,29,11_5,14_16,91.6,105.6,19.8,20.1,42.0,51.7,29.2,28.9,37.8,41.5,318,Campbell,34,7_11,19_18,99.9,109.2,18.7,17.3,50.2,49.9,35.6,34.7,36.6,38.7,271,L,-16, 82_66 ,-10
VMI,28,3_15,6_24,96.7,112.4,18.9,17.9,48.2,54.2,32.0,40.7,29.5,39.7,325,Campbell,34,7_11,19_18,99.9,109.2,18.7,17.3,50.2,49.9,35.6,34.7,36.6,38.7,271,W,14, 67_53 ,4.4
Colgate,31,8_10,10_22,97.2,107.5,22.0,17.3,49.4,50.0,36.1,37.6,33.4,38.6,283,Campbell,34,7_11,19_18,99.9,109.2,18.7,17.3,50.2,49.9,35.6,34.7,36.6,38.7,271,W,2, 73_71 OT,-0
The Citadel,30,4_14,12_21,104.2,115.6,17.2,19.7,47.8,57.7,33.9,38.9,32.8,40.9,286,Campbell,34,7_11,19_18,99.9,109.2,18.7,17.3,50.2,49.9,35.6,34.7,36.6,38.7,271,W,6, 97_91 ,-2.5
Stetson,29,3_11,11_21,99.3,114.2,14.9,15.1,49.9,52.6,33.4,35.6,32.6,32.2,316,Campbell,34,7_11,19_18,99.9,109.2,18.7,17.3,50.2,49.9,35.6,34.7,36.6,38.7,271,W,9, 81_72 ,6.9
Longwood,28,3_15,6_24,91.2,117.5,21.9,17.4,49.6,52.5,32.5,40.0,29.0,32.2,347,Campbell,34,7_11,19_18,99.9,109.2,18.7,17.3,50.2,49.9,35.6,34.7,36.6,38.7,271,L,-2, 79_77 ,-0.3
Presbyterian,28,1_17,5_25,87.2,118.2,23.3,16.9,43.2,53.3,33.6,39.6,27.7,36.7,350,Campbell,34,7_11,19_18,99.9,109.2,18.7,17.3,50.2,49.9,35.6,34.7,36.6,38.7,271,W,11, 69_58 ,7.2
Charleston Southern,28,7_11,12_19,102.2,116.1,16.2,16.8,48.0,53.2,33.3,37.3,35.0,41.6,311,Campbell,34,7_11,19_18,99.9,109.2,18.7,17.3,50.2,49.9,35.6,34.7,36.6,38.7,271,W,10, 92_82 ,-1.3
High Point,28,9_9,15_16,98.2,107.9,19.2,19.6,44.8,51.0,37.5,36.7,36.4,33.5,276,Campbell,34,7_11,19_18,99.9,109.2,18.7,17.3,50.2,49.9,35.6,34.7,36.6,38.7,271,L,-5, 83_78 ,1.6
Radford,30,8_10,14_18,95.0,107.6,22.4,15.1,44.6,49.9,34.6,35.9,29.5,30.0,308,Campbell,34,7_11,19_18,99.9,109.2,18.7,17.3,50.2,49.9,35.6,34.7,36.6,38.7,271,W,17, 78_61 ,10.2
Longwood,28,3_15,6_24,91.2,117.5,21.9,17.4,49.6,52.5,32.5,40.0,29.0,32.2,347,Campbell,34,7_11,19_18,99.9,109.2,18.7,17.3,50.2,49.9,35.6,34.7,36.6,38.7,271,W,4, 83_79 ,4.1
Presbyterian,28,1_17,5_25,87.2,118.2,23.3,16.9,43.2,53.3,33.6,39.6,27.7,36.7,350,Campbell,34,7_11,19_18,99.9,109.2,18.7,17.3,50.2,49.9,35.6,34.7,36.6,38.7,271,W,13, 70_57 ,7.9
Charleston Southern,28,7_11,12_19,102.2,116.1,16.2,16.8,48.0,53.2,33.3,37.3,35.0,41.6,311,Campbell,34,7_11,19_18,99.9,109.2,18.7,17.3,50.2,49.9,35.6,34.7,36.6,38.7,271,L,-3, 72_69 ,2.5
High Point,28,9_9,15_16,98.2,107.9,19.2,19.6,44.8,51.0,37.5,36.7,36.4,33.5,276,Campbell,34,7_11,19_18,99.9,109.2,18.7,17.3,50.2,49.9,35.6,34.7,36.6,38.7,271,L,-10, 59_49 ,-1
Radford,30,8_10,14_18,95.0,107.6,22.4,15.1,44.6,49.9,34.6,35.9,29.5,30.0,308,Campbell,34,7_11,19_18,99.9,109.2,18.7,17.3,50.2,49.9,35.6,34.7,36.6,38.7,271,W,3, 61_58 ,1.7
Presbyterian,28,1_17,5_25,87.2,118.2,23.3,16.9,43.2,53.3,33.6,39.6,27.7,36.7,350,Campbell,34,7_11,19_18,99.9,109.2,18.7,17.3,50.2,49.9,35.6,34.7,36.6,38.7,271,W,19, 81_62 ,18.9
Radford,30,8_10,14_18,95.0,107.6,22.4,15.1,44.6,49.9,34.6,35.9,29.5,30.0,308,Campbell,34,7_11,19_18,99.9,109.2,18.7,17.3,50.2,49.9,35.6,34.7,36.6,38.7,271,W,16, 66_50 ,7.1
UC Riverside,27,5_11,8_21,93.1,104.7,19.9,19.1,44.9,47.9,31.6,35.1,30.0,34.1,304,Portland,31,2_16,11_22,97.5,106.7,19.2,16.8,43.2,49.2,37.0,36.3,37.6,30.5,272,W,16, 71_55 ,6.5
Cal St. Northridge,28,7_9,11_19,103.3,114.4,17.9,17.8,49.4,49.6,33.7,38.4,45.0,41.7,284,Portland,31,2_16,11_22,97.5,106.7,19.2,16.8,43.2,49.2,37.0,36.3,37.6,30.5,272,W,18, 96_78 ,10
UT Rio Grande Valley,29,2_12,10_22,99.7,112.0,20.2,20.2,48.0,53.6,32.5,37.0,32.5,52.3,302,Portland,31,2_16,11_22,97.5,106.7,19.2,16.8,43.2,49.2,37.0,36.3,37.6,30.5,272,W,1, 90_89 2OT,-1.8
Pepperdine,30,5_13,9_22,101.6,113.1,18.0,15.7,46.9,53.1,37.5,42.0,29.5,28.9,289,Portland,31,2_16,11_22,97.5,106.7,19.2,16.8,43.2,49.2,37.0,36.3,37.6,30.5,272,W,13, 73_60 ,6.7
Pepperdine,30,5_13,9_22,101.6,113.1,18.0,15.7,46.9,53.1,37.5,42.0,29.5,28.9,289,Portland,31,2_16,11_22,97.5,106.7,19.2,16.8,43.2,49.2,37.0,36.3,37.6,30.5,272,L,-18, 78_60 ,-6.3
Bryant,31,9_9,12_20,100.1,111.6,18.8,17.6,49.2,52.1,33.7,33.6,32.8,37.4,290,Fairleigh Dickinson,29,9_9,11_19,101.3,111.0,18.9,19.4,49.8,51.9,32.7,34.4,36.1,44.0,273,W,3, 87_84 ,11.5
